date,day_index,selected_candidate,selected_tau,selected_rho,selected_gamma,soc_start_kwh,soc_end_kwh,realized_total_cost_yuan,plan_cost_yuan,emergency_cost_yuan,emergency_kwh,spill_kwh,candidate_scores_using_past_only
2025-04-08,97,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4482.906196777782,4324.010803772667,37321.58489898091,36102.25386030871,1219.3310386721998,187.34162381666715,2012.0219427172897,"{""nocvar_g0.00"": 36002.329552737356, ""cvar_t0.90_r0.05_g0.00"": 35135.90380370757, ""cvar_t0.90_r0.20_g0.00"": 34857.20299137767, ""cvar_t0.95_r0.05_g0.00"": 35135.90380370757, ""cvar_t0.95_r0.20_g0.00"": 34857.20299137767, ""nocvar_g0.02"": 35694.72206245308, ""cvar_t0.90_r0.05_g0.02"": 35263.21443621408, ""cvar_t0.90_r0.20_g0.02"": 34951.11267160886, ""cvar_t0.95_r0.05_g0.02"": 35230.541288748354, ""cvar_t0.95_r0.20_g0.02"": 34845.507604679944, ""nocvar_g0.05"": 35851.23317922064, ""cvar_t0.90_r0.05_g0.05"": 35491.42182614489, ""cvar_t0.90_r0.20_g0.05"": 35366.33178899297, ""cvar_t0.95_r0.05_g0.05"": 35470.38564657296, ""cvar_t0.95_r0.20_g0.05"": 35326.43982262636}"
2025-04-09,98,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4324.010803772667,4363.08927464637,49562.74737138648,37190.733811471466,12372.013559915018,1819.1825092000026,1644.8929542181088,"{""nocvar_g0.00"": 35870.30306961612, ""cvar_t0.90_r0.05_g0.00"": 34866.89204383086, ""cvar_t0.90_r0.20_g0.00"": 34587.09493279137, ""cvar_t0.95_r0.05_g0.00"": 34866.89204383086, ""cvar_t0.95_r0.20_g0.00"": 34587.09493279137, ""nocvar_g0.02"": 35414.1658181516, ""cvar_t0.90_r0.05_g0.02"": 35004.17824480245, ""cvar_t0.90_r0.20_g0.02"": 34691.84950145186, ""cvar_t0.95_r0.05_g0.02"": 34971.50509733672, ""cvar_t0.95_r0.20_g0.02"": 34586.244434522945, ""nocvar_g0.05"": 35574.155220194436, ""cvar_t0.90_r0.05_g0.05"": 35213.18796007126, ""cvar_t0.90_r0.20_g0.05"": 35087.786565830334, ""cvar_t0.95_r0.05_g0.05"": 35191.656328591496, ""cvar_t0.95_r0.20_g0.05"": 35070.47173677844}"
2025-04-10,99,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4363.08927464637,4478.1633375,39227.37389318086,38501.742797021456,725.6310961594083,130.14697179999428,6075.207702799104,"{""nocvar_g0.00"": 36239.821096871, ""cvar_t0.90_r0.05_g0.00"": 35158.58885824475, ""cvar_t0.90_r0.20_g0.00"": 34776.00802912775, ""cvar_t0.95_r0.05_g0.00"": 35158.58885824475, ""cvar_t0.95_r0.20_g0.00"": 34776.00802912775, ""nocvar_g0.02"": 35708.337307678026, ""cvar_t0.90_r0.05_g0.02"": 35219.496613086674, ""cvar_t0.90_r0.20_g0.02"": 34889.090652076375, ""cvar_t0.95_r0.05_g0.02"": 35186.08120893401, ""cvar_t0.95_r0.20_g0.02"": 34774.13176281264, ""nocvar_g0.05"": 35791.802693954356, ""cvar_t0.90_r0.05_g0.05"": 35430.35117736562, ""cvar_t0.90_r0.20_g0.05"": 35307.179033508226, ""cvar_t0.95_r0.05_g0.05"": 35408.90217262493, ""cvar_t0.95_r0.20_g0.05"": 35288.623506649215}"
2025-04-11,100,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4478.1633375,4627.708394351854,13873.930035023845,13873.930035023845,0.0,0.0,19452.014822530862,"{""nocvar_g0.00"": 35719.94079122438, ""cvar_t0.90_r0.05_g0.00"": 34679.456464386225, ""cvar_t0.90_r0.20_g0.00"": 34304.09954273969, ""cvar_t0.95_r0.05_g0.00"": 34679.456464386225, ""cvar_t0.95_r0.20_g0.00"": 34304.09954273969, ""nocvar_g0.02"": 35174.55983408799, ""cvar_t0.90_r0.05_g0.02"": 34739.18619875555, ""cvar_t0.90_r0.20_g0.02"": 34417.025286182376, ""cvar_t0.95_r0.05_g0.02"": 34705.25905033849, ""cvar_t0.95_r0.20_g0.02"": 34302.06639691864, ""nocvar_g0.05"": 34956.036504398166, ""cvar_t0.90_r0.05_g0.05"": 34911.26089588332, ""cvar_t0.90_r0.20_g0.05"": 34822.24382590676, ""cvar_t0.95_r0.05_g0.05"": 34877.14330822357, ""cvar_t0.95_r0.20_g0.05"": 34814.48305773034}"
2025-04-12,101,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4627.708394351854,4791.184662648147,13938.205301019574,13938.205301019574,0.0,0.0,15771.279449917693,"{""nocvar_g0.00"": 35636.55643612465, ""cvar_t0.90_r0.05_g0.00"": 34597.160722449895, ""cvar_t0.90_r0.20_g0.00"": 34230.135539670875, ""cvar_t0.95_r0.05_g0.00"": 34597.160722449895, ""cvar_t0.95_r0.20_g0.00"": 34230.135539670875, ""nocvar_g0.02"": 35102.28562307129, ""cvar_t0.90_r0.05_g0.02"": 34665.85495507227, ""cvar_t0.90_r0.20_g0.02"": 34342.95588276966, ""cvar_t0.95_r0.05_g0.02"": 34631.9278066552, ""cvar_t0.95_r0.20_g0.02"": 34227.999736861864, ""nocvar_g0.05"": 34886.23354267726, ""cvar_t0.90_r0.05_g0.05"": 34839.58005501353, ""cvar_t0.90_r0.20_g0.05"": 34747.8575257095, ""cvar_t0.95_r0.05_g0.05"": 34805.45375780398, ""cvar_t0.95_r0.20_g0.05"": 34740.09675753308}"
2025-04-13,102,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4791.184662648147,4405.982601388889,36280.533392930636,35866.8941165058,413.6392764248352,63.07028934558991,1964.872753357613,"{""nocvar_g0.00"": 35519.83646073462, ""cvar_t0.90_r0.05_g0.00"": 34485.846224853834, ""cvar_t0.90_r0.20_g0.00"": 34122.21115717307, ""cvar_t0.95_r0.05_g0.00"": 34485.846224853834, ""cvar_t0.95_r0.20_g0.00"": 34122.21115717307, ""nocvar_g0.02"": 34986.826135537165, ""cvar_t0.90_r0.05_g0.02"": 34551.58944879659, ""cvar_t0.90_r0.20_g0.02"": 34235.5651308311, ""cvar_t0.95_r0.05_g0.02"": 34519.14075232153, ""cvar_t0.95_r0.20_g0.02"": 34120.6089849233, ""nocvar_g0.05"": 34746.74600986546, ""cvar_t0.90_r0.05_g0.05"": 34701.529180580306, ""cvar_t0.90_r0.20_g0.05"": 34630.270833640614, ""cvar_t0.95_r0.05_g0.05"": 34668.48107096766, ""cvar_t0.95_r0.20_g0.05"": 34626.56750825936}"
2025-04-14,103,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4405.982601388889,4480.7361202777765,34452.01747541189,34452.01747541189,0.0,0.0,1036.848344011311,"{""nocvar_g0.00"": 35299.06094529361, ""cvar_t0.90_r0.05_g0.00"": 34253.00414799631, ""cvar_t0.90_r0.20_g0.00"": 33889.926938183, ""cvar_t0.95_r0.05_g0.00"": 34253.00414799631, ""cvar_t0.95_r0.20_g0.00"": 33889.926938183, ""nocvar_g0.02"": 34759.37289378461, ""cvar_t0.90_r0.05_g0.02"": 34314.59571615629, ""cvar_t0.90_r0.20_g0.02"": 34001.96303309678, ""cvar_t0.95_r0.05_g0.02"": 34282.27871593788, ""cvar_t0.95_r0.20_g0.02"": 33887.00688718899, ""nocvar_g0.05"": 34509.794794183115, ""cvar_t0.90_r0.05_g0.05"": 34469.6621860505, ""cvar_t0.90_r0.20_g0.05"": 34390.391850070395, ""cvar_t0.95_r0.05_g0.05"": 34431.66458217802, ""cvar_t0.95_r0.20_g0.05"": 34388.45393289018}"
2025-04-15,104,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4480.7361202777765,4814.301709666669,35254.54145509857,35254.54145509857,0.0,0.0,4655.277195164616,"{""nocvar_g0.00"": 35027.4680766184, ""cvar_t0.90_r0.05_g0.00"": 33970.102307164416, ""cvar_t0.90_r0.20_g0.00"": 33550.251316530455, ""cvar_t0.95_r0.05_g0.00"": 33970.102307164416, ""cvar_t0.95_r0.20_g0.00"": 33550.251316530455, ""nocvar_g0.02"": 34498.412490626484, ""cvar_t0.90_r0.05_g0.02"": 34010.43466683777, ""cvar_t0.90_r0.20_g0.02"": 33662.82440939442, ""cvar_t0.95_r0.05_g0.02"": 33978.11766661936, ""cvar_t0.95_r0.20_g0.02"": 33547.868263486635, ""nocvar_g0.05"": 34234.38103503861, ""cvar_t0.90_r0.05_g0.05"": 34154.79194161747, ""cvar_t0.90_r0.20_g0.05"": 34056.768338909416, ""cvar_t0.95_r0.05_g0.05"": 34116.79433774499, ""cvar_t0.95_r0.20_g0.05"": 34054.11513276567}"
2025-04-16,105,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4814.301709666669,4282.617152222223,37566.62567406701,35619.81788924278,1946.8077848242226,293.14832785899324,1282.468398950616,"{""nocvar_g0.00"": 34774.62176470002, ""cvar_t0.90_r0.05_g0.00"": 33721.64953519645, ""cvar_t0.90_r0.20_g0.00"": 33304.643855025475, ""cvar_t0.95_r0.05_g0.00"": 33721.64953519645, ""cvar_t0.95_r0.20_g0.00"": 33304.643855025475, ""nocvar_g0.02"": 34261.85225335102, ""cvar_t0.90_r0.05_g0.02"": 33761.74573640358, ""cvar_t0.90_r0.20_g0.02"": 33417.1760176544, ""cvar_t0.95_r0.05_g0.02"": 33729.42873618517, ""cvar_t0.95_r0.20_g0.02"": 33302.2198717466, ""nocvar_g0.05"": 33932.50064848213, ""cvar_t0.90_r0.05_g0.05"": 33835.10892646866, ""cvar_t0.90_r0.20_g0.05"": 33813.086499900506, ""cvar_t0.95_r0.05_g0.05"": 33797.11132259618, ""cvar_t0.95_r0.20_g0.05"": 33810.43329375678}"
2025-04-17,106,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4282.617152222223,4525.4197804814785,36688.79941803422,36688.79941803422,0.0,0.0,5109.277684176838,"{""nocvar_g0.00"": 34947.32100223452, ""cvar_t0.90_r0.05_g0.00"": 33864.149059404626, ""cvar_t0.90_r0.20_g0.00"": 33216.85890220866, ""cvar_t0.95_r0.05_g0.00"": 33864.149059404626, ""cvar_t0.95_r0.20_g0.00"": 33216.85890220866, ""nocvar_g0.02"": 34442.426843011875, ""cvar_t0.90_r0.05_g0.02"": 33904.41478804829, ""cvar_t0.90_r0.20_g0.02"": 33328.57403478836, ""cvar_t0.95_r0.05_g0.02"": 33871.69647157832, ""cvar_t0.95_r0.20_g0.02"": 33213.617888880566, ""nocvar_g0.05"": 34101.597529388106, ""cvar_t0.90_r0.05_g0.05"": 33989.87539365229, ""cvar_t0.90_r0.20_g0.05"": 33731.87906195239, ""cvar_t0.95_r0.05_g0.05"": 33952.73599628184, ""cvar_t0.95_r0.20_g0.05"": 33721.50572134298}"
2025-04-18,107,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4525.4197804814785,5116.958144364494,13458.754575076973,13458.754575076973,0.0,0.0,17471.518720576132,"{""nocvar_g0.00"": 34331.38243513274, ""cvar_t0.90_r0.05_g0.00"": 33397.44924884509, ""cvar_t0.90_r0.20_g0.00"": 32820.68662818159, ""cvar_t0.95_r0.05_g0.00"": 33397.44924884509, ""cvar_t0.95_r0.20_g0.00"": 32820.68662818159, ""nocvar_g0.02"": 33827.39741247468, ""cvar_t0.90_r0.05_g0.02"": 33293.63862882168, ""cvar_t0.90_r0.20_g0.02"": 32879.51758382123, ""cvar_t0.95_r0.05_g0.02"": 33288.05287774938, ""cvar_t0.95_r0.20_g0.02"": 32816.52250192272, ""nocvar_g0.05"": 33414.27999092629, ""cvar_t0.90_r0.05_g0.05"": 33336.122154760174, ""cvar_t0.90_r0.20_g0.05"": 33117.69171488609, ""cvar_t0.95_r0.05_g0.05"": 33327.06270107815, ""cvar_t0.95_r0.20_g0.05"": 33111.140480734044}"
2025-04-19,108,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,5116.958144364494,4973.456626819691,13015.408749801201,13015.408749801201,0.0,0.0,16693.0513368345,"{""nocvar_g0.00"": 34231.36331568067, ""cvar_t0.90_r0.05_g0.00"": 33306.91296427377, ""cvar_t0.90_r0.20_g0.00"": 32741.788080189144, ""cvar_t0.95_r0.05_g0.00"": 33306.91296427377, ""cvar_t0.95_r0.20_g0.00"": 32741.788080189144, ""nocvar_g0.02"": 33710.22155609006, ""cvar_t0.90_r0.05_g0.02"": 33187.398859145076, ""cvar_t0.90_r0.20_g0.02"": 32800.68707179208, ""cvar_t0.95_r0.05_g0.02"": 33181.81310807277, ""cvar_t0.95_r0.20_g0.02"": 32737.691989893567, ""nocvar_g0.05"": 33281.6192330987, ""cvar_t0.90_r0.05_g0.05"": 33205.869793441016, ""cvar_t0.90_r0.20_g0.05"": 33004.215408572985, ""cvar_t0.95_r0.05_g0.05"": 33196.16408087519, ""cvar_t0.95_r0.20_g0.05"": 33004.7801087632}"
2025-04-20,109,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4973.456626819691,4517.581423031091,33984.49872856792,33984.49872856792,0.0,0.0,1059.328698545703,"{""nocvar_g0.00"": 34153.750514341256, ""cvar_t0.90_r0.05_g0.00"": 33229.23626559184, ""cvar_t0.90_r0.20_g0.00"": 32658.068061773578, ""cvar_t0.95_r0.05_g0.00"": 33229.23626559184, ""cvar_t0.95_r0.20_g0.00"": 32658.068061773578, ""nocvar_g0.02"": 33627.749031271785, ""cvar_t0.90_r0.05_g0.02"": 33104.570812809834, ""cvar_t0.90_r0.20_g0.02"": 32716.64368475825, ""cvar_t0.95_r0.05_g0.02"": 33098.985061737534, ""cvar_t0.95_r0.20_g0.02"": 32653.648602859746, ""nocvar_g0.05"": 33192.601551440486, ""cvar_t0.90_r0.05_g0.05"": 33116.8696237556, ""cvar_t0.90_r0.20_g0.05"": 32917.266328249716, ""cvar_t0.95_r0.05_g0.05"": 33107.27366614547, ""cvar_t0.95_r0.20_g0.05"": 32915.202808384434}"
2025-04-21,110,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4517.581423031091,4559.128163975929,34451.81672578119,34451.81672578119,0.0,0.0,5658.831484367561,"{""nocvar_g0.00"": 33909.481589561066, ""cvar_t0.90_r0.05_g0.00"": 32981.02129646224, ""cvar_t0.90_r0.20_g0.00"": 32384.092773496504, ""cvar_t0.95_r0.05_g0.00"": 32981.02129646224, ""cvar_t0.95_r0.20_g0.00"": 32384.092773496504, ""nocvar_g0.02"": 33378.39557897053, ""cvar_t0.90_r0.05_g0.02"": 32848.83575291485, ""cvar_t0.90_r0.20_g0.02"": 32445.201178370935, ""cvar_t0.95_r0.05_g0.02"": 32843.58636142378, ""cvar_t0.95_r0.20_g0.02"": 32382.206096472422, ""nocvar_g0.05"": 32938.50811460304, ""cvar_t0.90_r0.05_g0.05"": 32857.73474933165, ""cvar_t0.90_r0.20_g0.05"": 32635.551532056706, ""cvar_t0.95_r0.05_g0.05"": 32848.1387917215, ""cvar_t0.95_r0.20_g0.05"": 32642.60010708638}"
2025-04-22,111,cvar_t0.95_r0.20_g0.02,0.95,0.2,0.02,4559.128163975929,4920.919367194099,35018.882954561865,35018.882954561865,0.0,0.0,2595.9884797576565,"{""nocvar_g0.00"": 33723.30921395914, ""cvar_t0.90_r0.05_g0.00"": 32777.019158417614, ""cvar_t0.90_r0.20_g0.00"": 32195.666125167038, ""cvar_t0.95_r0.05_g0.00"": 32777.019158417614, ""cvar_t0.95_r0.20_g0.00"": 32195.666125167038, ""nocvar_g0.02"": 33197.73737761141, ""cvar_t0.90_r0.05_g0.02"": 32648.611990687346, ""cvar_t0.90_r0.20_g0.02"": 32256.705438814097, ""cvar_t0.95_r0.05_g0.02"": 32643.362599196284, ""cvar_t0.95_r0.20_g0.02"": 32193.71035691559, ""nocvar_g0.05"": 32783.1592002122, ""cvar_t0.90_r0.05_g0.05"": 32670.71860451422, ""cvar_t0.90_r0.20_g0.05"": 32446.66681115728, ""cvar_t0.95_r0.05_g0.05"": 32661.122646904085, ""cvar_t0.95_r0.20_g0.05"": 32453.577606641647}"
2025-04-23,112,cvar_t0.90_r0.20_g0.00,0.9,0.2,0.0,4920.919367194099,4993.038949910259,35049.620622589515,35049.620622589515,0.0,0.0,4123.08793593952,"{""nocvar_g0.00"": 33020.093800399954, ""cvar_t0.90_r0.05_g0.00"": 32313.05218962563, ""cvar_t0.90_r0.20_g0.00"": 31765.662140105527, ""cvar_t0.95_r0.05_g0.00"": 32313.05218962563, ""cvar_t0.95_r0.20_g0.00"": 31765.662140105527, ""nocvar_g0.02"": 32542.10287206977, ""cvar_t0.90_r0.05_g0.02"": 32204.69754203269, ""cvar_t0.90_r0.20_g0.02"": 31829.069683345082, ""cvar_t0.95_r0.05_g0.02"": 32199.448150541615, ""cvar_t0.95_r0.20_g0.02"": 31766.074601446566, ""nocvar_g0.05"": 32300.827432065336, ""cvar_t0.90_r0.05_g0.05"": 32227.577116796358, ""cvar_t0.90_r0.20_g0.05"": 32019.96773806538, ""cvar_t0.95_r0.05_g0.05"": 32217.497450679108, ""cvar_t0.95_r0.20_g0.05"": 32026.49848482792}"
2025-04-24,113,cvar_t0.90_r0.20_g0.00,0.9,0.2,0.0,4993.038949910259,4412.116057592594,34546.261566742134,34546.261566742134,0.0,0.0,8406.78905761444,"{""nocvar_g0.00"": 32862.52913399842, ""cvar_t0.90_r0.05_g0.00"": 32146.02453151476, ""cvar_t0.90_r0.20_g0.00"": 31621.181178413604, ""cvar_t0.95_r0.05_g0.00"": 32146.02453151476, ""cvar_t0.95_r0.20_g0.00"": 31621.181178413604, ""nocvar_g0.02"": 32353.903145841352, ""cvar_t0.90_r0.05_g0.02"": 32037.716767097187, ""cvar_t0.90_r0.20_g0.02"": 31685.044581806673, ""cvar_t0.95_r0.05_g0.02"": 32032.46737560612, ""cvar_t0.95_r0.20_g0.02"": 31622.049499908167, ""nocvar_g0.05"": 32105.141880843195, ""cvar_t0.90_r0.05_g0.05"": 32060.036008745148, ""cvar_t0.90_r0.20_g0.05"": 31875.962655689284, ""cvar_t0.95_r0.05_g0.05"": 32049.95634262791, ""cvar_t0.95_r0.20_g0.05"": 31882.493402451808}"
2025-04-25,114,cvar_t0.90_r0.20_g0.05,0.9,0.2,0.05,4412.116057592594,4653.558145833338,12615.657150237623,12615.657150237623,0.0,0.0,21049.19897553497,"{""nocvar_g0.00"": 32414.518596807644, ""cvar_t0.90_r0.05_g0.00"": 31921.440307742832, ""cvar_t0.90_r0.20_g0.00"": 31471.681666867524, ""cvar_t0.95_r0.05_g0.00"": 31921.440307742832, ""cvar_t0.95_r0.20_g0.00"": 31471.681666867524, ""nocvar_g0.02"": 31909.056019495787, ""cvar_t0.90_r0.05_g0.02"": 31616.545450751437, ""cvar_t0.90_r0.20_g0.02"": 31471.473528465394, ""cvar_t0.95_r0.05_g0.02"": 31607.78243307804, ""cvar_t0.95_r0.20_g0.02"": 31471.473528465394, ""nocvar_g0.05"": 31636.41740824191, ""cvar_t0.90_r0.05_g0.05"": 31625.10739999926, ""cvar_t0.90_r0.20_g0.05"": 31455.835633873787, ""cvar_t0.95_r0.05_g0.05"": 31616.350902253373, ""cvar_t0.95_r0.20_g0.05"": 31462.854864380868}"
2025-04-26,115,cvar_t0.90_r0.20_g0.05,0.9,0.2,0.05,4653.558145833338,4295.52513,13863.84597311888,12251.937064259135,1611.9089088597448,305.66639699999973,23121.44717995885,"{""nocvar_g0.00"": 32320.28724283446, ""cvar_t0.90_r0.05_g0.00"": 31827.686710205973, ""cvar_t0.90_r0.20_g0.00"": 31385.703349845026, ""cvar_t0.95_r0.05_g0.00"": 31827.686710205973, ""cvar_t0.95_r0.20_g0.00"": 31385.703349845026, ""nocvar_g0.02"": 31813.84039284824, ""cvar_t0.90_r0.05_g0.02"": 31522.238801168038, ""cvar_t0.90_r0.20_g0.02"": 31385.32628621316, ""cvar_t0.95_r0.05_g0.02"": 31513.437204126243, ""cvar_t0.95_r0.20_g0.02"": 31385.32628621316, ""nocvar_g0.05"": 31539.207762534435, ""cvar_t0.90_r0.05_g0.05"": 31529.452605821763, ""cvar_t0.90_r0.20_g0.05"": 31364.075897547475, ""cvar_t0.95_r0.05_g0.05"": 31520.870650561566, ""cvar_t0.95_r0.20_g0.05"": 31373.093628939976}"
2025-04-27,116,cvar_t0.90_r0.20_g0.05,0.9,0.2,0.05,4295.52513,4335.046512037039,34483.31667771229,31703.31236483933,2780.004312872959,408.796219835187,485.00209166666593,"{""nocvar_g0.00"": 32280.58222595414, ""cvar_t0.90_r0.05_g0.00"": 31786.385841427025, ""cvar_t0.90_r0.20_g0.00"": 31346.022440495657, ""cvar_t0.95_r0.05_g0.00"": 31786.385841427025, ""cvar_t0.95_r0.20_g0.00"": 31346.022440495657, ""nocvar_g0.02"": 31773.081043098788, ""cvar_t0.90_r0.05_g0.02"": 31484.19168582303, ""cvar_t0.90_r0.20_g0.02"": 31346.47620505372, ""cvar_t0.95_r0.05_g0.02"": 31475.390088781238, ""cvar_t0.95_r0.20_g0.02"": 31346.47620505372, ""nocvar_g0.05"": 31494.49317524222, ""cvar_t0.90_r0.05_g0.05"": 31484.670898852077, ""cvar_t0.90_r0.20_g0.05"": 31321.94224269857, ""cvar_t0.95_r0.05_g0.05"": 31476.08636864185, ""cvar_t0.95_r0.20_g0.05"": 31333.4293555806}"
2025-04-28,117,cvar_t0.90_r0.20_g0.05,0.9,0.2,0.05,4335.046512037039,4500.502559166667,69448.22341237223,32715.123742826167,36733.09966954607,5517.954918250005,90.58114954733242,"{""nocvar_g0.00"": 32327.937859236496, ""cvar_t0.90_r0.05_g0.00"": 31807.55494807649, ""cvar_t0.90_r0.20_g0.00"": 31184.14535589013, ""cvar_t0.95_r0.05_g0.00"": 31807.55494807649, ""cvar_t0.95_r0.20_g0.00"": 31184.14535589013, ""nocvar_g0.02"": 31795.391633860152, ""cvar_t0.90_r0.05_g0.02"": 31433.24124287855, ""cvar_t0.90_r0.20_g0.02"": 31184.270563999195, ""cvar_t0.95_r0.05_g0.02"": 31424.43964583676, ""cvar_t0.95_r0.20_g0.02"": 31184.270563999195, ""nocvar_g0.05"": 31371.08530535202, ""cvar_t0.90_r0.05_g0.05"": 31357.17066691559, ""cvar_t0.90_r0.20_g0.05"": 31157.861106987253, ""cvar_t0.95_r0.05_g0.05"": 31345.352180963226, ""cvar_t0.95_r0.20_g0.05"": 31169.348219869284}"
2025-04-29,118,cvar_t0.90_r0.20_g0.05,0.9,0.2,0.05,4500.502559166667,4649.9286225,36976.978400485794,35718.09966150706,1258.878738978735,180.4585348306673,9856.701733765427,"{""nocvar_g0.00"": 33388.44138599407, ""cvar_t0.90_r0.05_g0.00"": 32932.96936147711, ""cvar_t0.90_r0.20_g0.00"": 32350.862586525447, ""cvar_t0.95_r0.05_g0.00"": 32932.96936147711, ""cvar_t0.95_r0.20_g0.00"": 32350.862586525447, ""nocvar_g0.02"": 32795.47147000256, ""cvar_t0.90_r0.05_g0.02"": 32551.60845191393, ""cvar_t0.90_r0.20_g0.02"": 32349.15062642417, ""cvar_t0.95_r0.05_g0.02"": 32540.366069902342, ""cvar_t0.95_r0.20_g0.02"": 32349.15062642417, ""nocvar_g0.05"": 32367.29500790544, ""cvar_t0.90_r0.05_g0.05"": 32416.944768879963, ""cvar_t0.90_r0.20_g0.05"": 32310.116957142607, ""cvar_t0.95_r0.05_g0.05"": 32422.53987011878, ""cvar_t0.95_r0.20_g0.05"": 32328.27020915406}"
2025-04-30,119,cvar_t0.90_r0.20_g0.05,0.9,0.2,0.05,4649.9286225,4556.114938481484,34207.29137719159,34207.29137719159,0.0,0.0,5906.993721378598,"{""nocvar_g0.00"": 32586.063098731323, ""cvar_t0.90_r0.05_g0.00"": 32324.68085702188, ""cvar_t0.90_r0.20_g0.00"": 31746.843660920753, ""cvar_t0.95_r0.05_g0.00"": 32324.68085702188, ""cvar_t0.95_r0.20_g0.00"": 31746.843660920753, ""nocvar_g0.02"": 32224.291834388405, ""cvar_t0.90_r0.05_g0.02"": 31947.363025689603, ""cvar_t0.90_r0.20_g0.02"": 31744.905200199843, ""cvar_t0.95_r0.05_g0.02"": 31936.120643678016, ""cvar_t0.95_r0.20_g0.02"": 31744.905200199843, ""nocvar_g0.05"": 31775.65005357323, ""cvar_t0.90_r0.05_g0.05"": 31825.299814547754, ""cvar_t0.90_r0.20_g0.05"": 31706.416372007898, ""cvar_t0.95_r0.05_g0.05"": 31830.89491578658, ""cvar_t0.95_r0.20_g0.05"": 31723.6797107703}"
2025-05-01,120,cvar_t0.90_r0.20_g0.05,0.9,0.2,0.05,4556.114938481484,3475.297655740741,44676.25777091882,33408.24874791264,11268.009023006172,1741.0048033744843,3641.9037074304542,"{""nocvar_g0.00"": 31941.805728383908, ""cvar_t0.90_r0.05_g0.00"": 31791.198844839502, ""cvar_t0.90_r0.20_g0.00"": 31324.75987152056, ""cvar_t0.95_r0.05_g0.00"": 31791.198844839502, ""cvar_t0.95_r0.20_g0.00"": 31324.75987152056, ""nocvar_g0.02"": 31738.22435126032, ""cvar_t0.90_r0.05_g0.02"": 31520.897754199203, ""cvar_t0.90_r0.20_g0.02"": 31322.00430040064, ""cvar_t0.95_r0.05_g0.02"": 31509.65537218762, ""cvar_t0.95_r0.20_g0.02"": 31322.00430040064, ""nocvar_g0.05"": 31335.773269048826, ""cvar_t0.90_r0.05_g0.05"": 31399.26838813603, ""cvar_t0.90_r0.20_g0.05"": 31284.005512846663, ""cvar_t0.95_r0.05_g0.05"": 31404.84992896362, ""cvar_t0.95_r0.20_g0.05"": 31301.268851609075}"
2025-05-02,121,cvar_t0.90_r0.20_g0.05,0.9,0.2,0.05,3475.297655740741,3953.930402129628,18511.239672636828,15094.142231284974,3417.097441351854,651.3016113833337,11855.249349999998,"{""nocvar_g0.00"": 32053.734104396975, ""cvar_t0.90_r0.05_g0.00"": 31913.17090938175, ""cvar_t0.90_r0.20_g0.00"": 31502.21876880044, ""cvar_t0.95_r0.05_g0.00"": 31913.17090938175, ""cvar_t0.95_r0.20_g0.00"": 31502.21876880044, ""nocvar_g0.02"": 31868.62110759676, ""cvar_t0.90_r0.05_g0.02"": 31708.483230844304, ""cvar_t0.90_r0.20_g0.02"": 31498.75692219902, ""cvar_t0.95_r0.05_g0.02"": 31700.150185369752, ""cvar_t0.95_r0.20_g0.02"": 31499.295150596612, ""nocvar_g0.05"": 31496.64318599454, ""cvar_t0.90_r0.05_g0.05"": 31593.355636627322, ""cvar_t0.90_r0.20_g0.05"": 31475.953537342524, ""cvar_t0.95_r0.05_g0.05"": 31597.6649221122, ""cvar_t0.95_r0.20_g0.05"": 31483.494924023573}"
2025-05-03,122,cvar_t0.90_r0.20_g0.05,0.9,0.2,0.05,3953.930402129628,4450.208182657528,15536.264624379008,15536.264624379008,0.0,0.0,16886.85991259259,"{""nocvar_g0.00"": 32562.935383880227, ""cvar_t0.90_r0.05_g0.00"": 32155.34280064055, ""cvar_t0.90_r0.20_g0.00"": 31655.432616254842, ""cvar_t0.95_r0.05_g0.00"": 32155.34280064055, ""cvar_t0.95_r0.20_g0.00"": 31655.432616254842, ""nocvar_g0.02"": 32052.350224432095, ""cvar_t0.90_r0.05_g0.02"": 31863.21676175757, ""cvar_t0.90_r0.20_g0.02"": 31652.36797099266, ""cvar_t0.95_r0.05_g0.02"": 31854.88371628302, ""cvar_t0.95_r0.20_g0.02"": 31652.906199390247, ""nocvar_g0.05"": 31651.31642083068, ""cvar_t0.90_r0.05_g0.05"": 31747.993148555164, ""cvar_t0.90_r0.20_g0.05"": 31630.332955923866, ""cvar_t0.95_r0.05_g0.05"": 31752.26208495702, ""cvar_t0.95_r0.20_g0.05"": 31637.54370235754}"
