day_index,candidate_count,candidate_solve_seconds_sum,max_source_pool_residual
351,15,3.2900537009118125,3.410605131648481e-13
352,15,2.6336029690573923,2.2737367544323206e-13
353,15,2.5917840299080126,3.410605131648481e-13
354,15,3.138127402868122,3.410605131648481e-13
355,15,3.5655338299111463,3.410605131648481e-13
356,15,3.153013287053909,4.547473508864641e-13
357,15,3.1748665970517322,3.410605131648481e-13
358,15,2.993564525968395,3.410605131648481e-13
359,15,2.3359740609303117,2.2737367544323206e-13
360,15,2.499618167988956,2.2737367544323206e-13
361,15,2.9640658230055124,3.410605131648481e-13
362,15,3.0748604281106964,3.410605131648481e-13
363,15,3.4641557770082727,3.410605131648481e-13
364,15,3.159903989871964,3.410605131648481e-13
