plan_day,m0_cost_yuan,m3_cost_yuan,daily_saving_yuan,cumulative_saving_yuan
2025-11-14,15778.851523624868,16014.115056366529,-235.26353274166104,1002109.6594189171
2025-11-15,17858.705714919786,17992.06907594461,-133.36336102482528,1001976.2960578923
2025-11-16,60581.198473697375,55982.396300249435,4598.802173447941,1006575.0982313402
2025-11-17,65919.25730513828,56421.43991515637,9497.817389981908,1016072.9156213221
2025-11-18,59673.46609030532,56893.38212572429,2780.083964581034,1018852.9995859031
2025-11-19,66831.35182075255,63350.639526927036,3480.7122938255125,1022333.7118797286
2025-11-20,60366.443344978616,53533.54827984913,6832.895065129487,1029166.6069448581
2025-11-21,17610.657805752333,18293.580508354484,-682.9227026021508,1028483.684242256
2025-11-22,17714.56149773008,17917.665552728435,-203.10405499835542,1028280.5801872576
2025-11-23,58537.29860865359,56316.79055278276,2220.5080558708287,1030501.0882431285
2025-11-24,57463.890885636734,55065.82084160282,2398.0700440339133,1032899.1582871624
2025-11-25,63080.9517693637,60184.41046997471,2896.5412993889913,1035795.6995865514
2025-11-26,57675.49045677707,58181.361593103866,-505.87113632679393,1035289.8284502246
2025-11-27,55295.939049100634,57219.279663829046,-1923.3406147284113,1033366.4878354962
2025-11-28,17043.06286829483,17104.946099254623,-61.883230959792854,1033304.6046045364
2025-11-29,21161.889058816112,20494.83169798821,667.057360827901,1033971.6619653644
2025-11-30,64247.1081815527,61190.32579123596,3056.7823903167373,1037028.4443556811
2025-12-01,88254.87260449392,74035.25538836732,14219.6172161266,1051248.0615718076
2025-12-02,100844.06555486085,81901.4582903446,18942.60726451625,1070190.6688363238
2025-12-03,124975.30617201702,79718.46523137609,45256.840940640934,1115447.5097769648
2025-12-04,97483.18830198485,77318.2465386218,20164.94176336305,1135612.4515403279
2025-12-05,40709.065979857725,25361.64965592729,15347.416323930436,1150959.8678642584
2025-12-06,40736.24024807362,27018.788127157535,13717.452120916085,1164677.3199851743
2025-12-07,85309.61183826596,75274.46668854757,10035.145149718388,1174712.4651348926
2025-12-08,70889.04824093141,71251.49331876883,-362.44507783741574,1174350.0200570552
2025-12-09,72586.39739366814,71901.2291340301,685.1682596380415,1175035.1883166933
2025-12-10,85229.0383377801,75765.0167295164,9464.021608263705,1184499.209924957
2025-12-11,66328.1701217508,65094.75673215516,1233.413389595633,1185732.6233145527
2025-12-12,26163.42690899548,27335.09909999979,-1171.6721910043088,1184560.9511235484
2025-12-13,24650.527128087888,23979.713304534896,670.8138235529914,1185231.7649471015
2025-12-14,89125.47044056546,73177.97188730711,15947.498553258352,1201179.2635003598
2025-12-15,82283.71074842384,73645.4677116691,8638.243036754735,1209817.5065371145
2025-12-16,76622.920661855,75453.54088568084,1169.379776174159,1210986.8863132887
2025-12-17,74009.75380935326,72415.88503190021,1593.8687774530554,1212580.7550907417
2025-12-18,69159.1876441361,69143.27837932855,15.909264807545696,1212596.6643555493
2025-12-19,24254.12515212032,25330.97530628256,-1076.850154162239,1211519.814201387
2025-12-20,24886.747054693788,24855.37712439084,31.36993030294616,1211551.18413169
2025-12-21,72408.41664163438,72239.75892773057,168.6577139038127,1211719.8418455939
2025-12-22,72937.74902662092,73104.40151044422,-166.65248382330174,1211553.1893617706
2025-12-23,74461.27252882306,74708.6460274011,-247.37349857804656,1211305.8158631925
2025-12-24,72843.39654415216,72431.55653424028,411.8400099118735,1211717.6558731045
2025-12-25,74194.43890774068,68734.4629131863,5459.975994554377,1217177.6318676588
2025-12-26,24325.507994844997,24332.794837214315,-7.2868423693180375,1217170.3450252896
2025-12-27,23378.47262778984,23400.56242697828,-22.08979918843761,1217148.255226101
2025-12-28,70147.49983352036,69165.29292808553,982.2069054348249,1218130.4621315359
2025-12-29,70020.91854638599,71598.57523798608,-1577.6566916000884,1216552.8054399358
2025-12-30,71780.49153010538,71436.63379030567,343.8577397997142,1216896.6631797354
2025-12-31,72529.8215894746,72925.59395791207,-395.7723684374796,1216500.890811298
