day_index,candidate_count,candidate_solve_seconds_sum,max_source_pool_residual
132,15,3.2319943891488947,2.2737367544323206e-13
133,15,2.8353511730674654,2.2737367544323206e-13
134,15,2.8125306970323436,2.2737367544323206e-13
135,15,1.775870814861264,2.2737367544323206e-13
136,15,1.8853349669952877,2.2737367544323206e-13
137,15,2.4132358039496467,2.8421709430404007e-13
138,15,2.414253807917703,4.547473508864641e-13
139,15,2.772608163941186,4.547473508864641e-13
140,15,3.0224669649032876,2.2737367544323206e-13
141,15,2.646443492092658,2.5579538487363607e-13
142,15,1.755048779945355,2.2737367544323206e-13
143,15,1.7445203189272434,2.2737367544323206e-13
144,15,2.6625043569947593,2.2737367544323206e-13
145,15,3.1316473439801484,4.547473508864641e-13
146,15,3.1276399900671095,2.2737367544323206e-13
147,15,2.3059750161482953,4.547473508864641e-13
148,15,2.648749894986395,2.2737367544323206e-13
149,15,1.8083098958595656,2.2737367544323206e-13
150,15,1.7612007599673234,2.2737367544323206e-13
151,15,2.434295957093127,4.547473508864641e-13
152,15,3.530717398971319,4.547473508864641e-13
153,15,2.64111210196279,4.547473508864641e-13
154,15,2.4570914030773565,4.547473508864641e-13
155,15,2.7084569678409025,4.547473508864641e-13
156,15,1.947896420955658,2.2737367544323206e-13
157,15,1.830755394010339,2.2737367544323206e-13
158,15,2.384700609080028,4.547473508864641e-13
159,15,2.591849535005167,4.547473508864641e-13
160,15,2.8987623610300943,4.547473508864641e-13
161,15,2.5163921168423258,4.547473508864641e-13
162,15,2.6191994358669035,4.547473508864641e-13
163,15,1.837614424934145,2.2737367544323206e-13
164,15,1.8745911899604835,2.2737367544323206e-13
165,15,2.503022075048648,4.547473508864641e-13
166,15,2.145474980061408,4.547473508864641e-13
167,15,3.1646392421098426,4.547473508864641e-13
168,15,3.1876291019143537,4.547473508864641e-13
169,15,2.7014939252403565,4.547473508864641e-13
170,15,1.9255187920643948,2.2737367544323206e-13
171,15,2.062934822111856,2.2737367544323206e-13
172,15,2.7626386600895785,3.410605131648481e-13
173,15,3.2862536599859595,4.547473508864641e-13
174,15,2.5864510929677635,3.410605131648481e-13
175,15,2.9734145519905724,4.547473508864641e-13
176,15,2.74109806510387,4.547473508864641e-13
177,15,1.8307915807818063,2.2737367544323206e-13
178,15,1.88035711098928,2.2737367544323206e-13
179,15,2.6453624350833707,4.547473508864641e-13
180,15,3.061124792904593,4.547473508864641e-13
181,15,3.1211508600390516,3.410605131648481e-13
182,15,2.895121001114603,4.547473508864641e-13
183,15,3.139702396991197,4.547473508864641e-13
184,15,2.0444717488717288,2.2737367544323206e-13
185,15,2.011764146911446,2.2737367544323206e-13
186,15,2.842030079977121,4.547473508864641e-13
187,15,2.3138032570132054,4.547473508864641e-13
188,15,2.189289003959857,4.547473508864641e-13
189,15,2.4411737390910275,3.410605131648481e-13
190,15,2.829994031053502,5.684341886080801e-13
191,15,1.8931405840558,2.2737367544323206e-13
192,15,1.918450296856463,2.2737367544323206e-13
193,15,3.0249021539348178,4.547473508864641e-13
194,15,2.513158979883883,4.547473508864641e-13
195,15,2.2271430588443764,4.547473508864641e-13
196,15,2.643217336968519,4.547473508864641e-13
197,15,2.8883833290892653,5.684341886080801e-13
198,15,1.903470081917476,2.2737367544323206e-13
199,15,2.0209793279645965,2.2737367544323206e-13
200,15,2.967848446976859,4.547473508864641e-13
201,15,2.3432808298966847,5.684341886080801e-13
202,15,2.5316845801426098,4.547473508864641e-13
203,15,3.1110170400934294,4.547473508864641e-13
