date,normal_cost,emergency_cost,cash_cost,emergency_kwh,surplus_kwh,end_energy_kwh,case,policy,alpha,split
2025-04-27,33777.61767327509,1644.6906477189352,35422.30832099402,235.76414101475564,4815.960742045496,6060.191032924362,q3_fixed_price,static_alpha70,0.7,development
2025-04-28,37418.39894268468,0.0,37418.39894268468,0.0,2833.6499406653516,6274.654007215221,q3_fixed_price,static_alpha70,0.7,development
2025-04-29,33836.30110935817,2049.296003329335,35885.59711268751,293.76376194514546,6216.817627490571,6284.742661874855,q3_fixed_price,static_alpha70,0.7,development
2025-04-30,33910.40265990312,0.0,33910.40265990312,0.0,5093.876431604515,6096.858547520998,q3_fixed_price,static_alpha70,0.7,development
2025-05-01,32419.412166527683,12001.950993291166,44421.36315981885,1866.5762768062327,1789.4327578794964,5207.207361584697,q3_fixed_price,static_alpha70,0.7,development
2025-05-02,13915.293671489784,10111.482700108205,24026.77637159799,1716.2024432185324,12415.959847044158,5495.306228230292,q3_fixed_price,static_alpha70,0.7,development
2025-05-03,13465.506035110728,9300.735252601711,22766.241287712437,1654.0426747963993,17287.759289150687,5718.35869054663,q3_fixed_price,static_alpha70,0.7,development
2025-05-04,33314.23904656929,7750.031431313711,41064.270477883,1242.1160689349379,1777.503808863787,5488.4460620914715,q3_fixed_price,static_alpha70,0.7,development
2025-05-05,34670.38129672598,11736.15718691154,46406.538483637516,1781.584734838764,580.8799561225183,5603.966682680381,q3_fixed_price,static_alpha70,0.7,development
2025-05-06,32167.691968648724,19022.88947980947,51190.58144845819,3180.9525363139455,93.7356712594501,5466.2526100888435,q3_fixed_price,static_alpha70,0.7,development
2025-05-07,33514.23709572719,23356.016521522844,56870.25361725004,3552.590295013131,138.76351374253227,5643.242753401438,q3_fixed_price,static_alpha70,0.7,development
2025-05-08,34244.802482004496,16523.499804617968,50768.302286622464,2474.40554375147,489.96362421343747,5730.501800837239,q3_fixed_price,static_alpha70,0.7,development
2025-05-09,14104.685717073238,5277.916671857547,19382.602388930783,862.2887418781233,17247.92532174604,6169.725638569065,q3_fixed_price,static_alpha70,0.7,development
2025-05-10,14522.965812554783,2211.302105456232,16734.267918011014,385.2939161209081,14234.712554123225,5814.225925764251,q3_fixed_price,static_alpha70,0.7,development
2025-05-11,34379.48631142703,10635.45722889937,45014.94354032639,1549.6377286219938,263.94162296182355,5747.249027794182,q3_fixed_price,static_alpha70,0.7,development
2025-05-12,32966.25488941551,9374.152973749678,42340.407863165194,1385.69950083033,151.67494803840066,6110.440426824505,q3_fixed_price,static_alpha70,0.7,development
2025-05-13,35712.20186017476,2475.5123170920233,38187.71417726678,379.0508898879558,3701.442685970353,6122.614551774984,q3_fixed_price,static_alpha70,0.7,development
2025-05-14,35847.51609053048,0.0,35847.51609053048,0.0,2478.740480779137,5868.959095569452,q3_fixed_price,static_alpha70,0.7,development
2025-05-15,36658.519192844666,0.0,36658.519192844666,0.0,2457.1163045780095,6482.3468753992665,q3_fixed_price,static_alpha70,0.7,development
2025-05-16,14988.17986539286,0.0,14988.17986539286,0.0,22541.311446475214,6371.837757234377,q3_fixed_price,static_alpha70,0.7,development
2025-05-17,14860.17554844614,281.84779722916187,15142.023345675301,40.40249386885921,15137.487160972827,6125.051869342695,q3_fixed_price,static_alpha70,0.7,development
2025-05-18,37149.187707914694,35.318698333333415,37184.50640624803,5.236666666666679,4573.424531442566,6194.078314812208,q3_fixed_price,static_alpha70,0.7,development
2025-05-19,35065.24473025983,480.58834277142455,35545.83307303125,71.11519702380895,7152.715282036067,6198.548830577506,q3_fixed_price,static_alpha70,0.7,development
2025-05-20,35876.79852457599,660.3322194611114,36537.1307440371,96.40005858905647,1243.8218588676843,6100.043583648304,q3_fixed_price,static_alpha70,0.7,development
2025-05-21,34998.26936069052,0.0,34998.26936069052,0.0,2140.1741783672364,6043.115328766803,q3_fixed_price,static_alpha70,0.7,development
2025-05-22,36803.839894298464,0.0,36803.839894298464,0.0,4353.48630125319,7072.947930212736,q3_fixed_price,static_alpha70,0.7,development
2025-05-23,14312.966797260238,0.0,14312.966797260238,0.0,18136.973069989268,6794.382002787921,q3_fixed_price,static_alpha70,0.7,development
2025-05-24,15130.932889485422,266.0424997168904,15396.975389202313,62.348283773256696,21090.886364390415,6992.736183372328,q3_fixed_price,static_alpha70,0.7,development
2025-05-25,36094.68745615745,0.0,36094.68745615745,0.0,7993.832761099208,6571.948833224735,q3_fixed_price,static_alpha70,0.7,development
2025-05-26,36599.433380120165,0.0,36599.433380120165,0.0,1578.8512589635034,6736.417751699653,q3_fixed_price,static_alpha70,0.7,development
2025-05-27,34875.76611567667,0.0,34875.76611567667,0.0,3777.251953180903,6540.641317779928,q3_fixed_price,static_alpha70,0.7,development
2025-05-28,37982.62950954784,0.0,37982.62950954784,0.0,6860.400353758405,6849.896126096005,q3_fixed_price,static_alpha70,0.7,development
2025-05-29,37791.61977583685,66.01985800895196,37857.6396338458,9.820730086865296,3840.440532625558,7018.1386643570095,q3_fixed_price,static_alpha70,0.7,development
2025-05-30,15240.377823518513,0.0,15240.377823518513,0.0,18013.796024373733,7474.9715513812835,q3_fixed_price,static_alpha70,0.7,development
2025-05-31,15736.651552082487,0.0,15736.651552082487,0.0,17558.412762265307,7313.541827130619,q3_fixed_price,static_alpha70,0.7,development
2025-06-01,40182.031038664936,42547.18725661411,82729.21829527905,6666.38730593482,57.93791801389591,5289.852073671749,q3_fixed_price,static_alpha70,0.7,development
2025-06-02,42657.747628443125,25773.671090945045,68431.41871938817,3886.2747765919,1262.9992007641358,5241.534320589453,q3_fixed_price,static_alpha70,0.7,development
2025-06-03,41127.152099963736,28909.93322892774,70037.08532889148,4636.006109390334,132.93831303874128,5416.022037454981,q3_fixed_price,static_alpha70,0.7,development
2025-06-04,43887.65698034481,10189.039710677574,54076.696691022385,1551.3887628574034,248.28590622013644,5379.09386188263,q3_fixed_price,static_alpha70,0.7,development
2025-06-05,41268.35196169253,43057.31409389667,84325.6660555892,6659.470935637961,33.31347953206978,5234.915433513819,q3_fixed_price,static_alpha70,0.7,development
2025-06-06,18263.969053712754,18920.370180245394,37184.33923395815,3015.2964282703997,2194.4266639077987,5655.969697865289,q3_fixed_price,static_alpha70,0.7,development
2025-06-07,17808.42801181955,13619.699573561698,31428.127585381248,2119.360563883302,733.7394552788231,5771.133562997115,q3_fixed_price,static_alpha70,0.7,development
2025-06-08,43074.09807034636,7900.660930733756,50974.759001080114,1201.7748975712298,2959.9660020941883,5795.184332237624,q3_fixed_price,static_alpha70,0.7,development
2025-06-09,46430.893350514045,4855.663921117169,51286.557271631216,704.1093917787184,844.8165917611792,6046.24911730557,q3_fixed_price,static_alpha70,0.7,development
2025-06-10,44705.99960029508,19297.115707504665,64003.115307799744,2862.575564181654,376.3889054382804,5881.897959266333,q3_fixed_price,static_alpha70,0.7,development
2025-06-11,46497.1227289088,32408.108195304507,78905.2309242133,5394.99033127855,754.3483720961991,5966.764106663906,q3_fixed_price,static_alpha70,0.7,development
2025-06-12,45258.36143901464,24248.748455040528,69507.10989405517,3601.390610148686,980.0215535541522,6237.772335772956,q3_fixed_price,static_alpha70,0.7,development
2025-06-13,19702.440159869977,5139.878022779073,24842.31818264905,754.5427628711022,4386.098583853172,6504.66550581109,q3_fixed_price,static_alpha70,0.7,development
2025-06-14,19949.357582452438,302.5461243163212,20251.90370676876,56.706607055786414,6204.760910351643,6223.130237590512,q3_fixed_price,static_alpha70,0.7,development
2025-06-15,46088.04298389924,9659.70740572747,55747.750389626715,1405.223276015914,1499.8794326192492,6297.858734274169,q3_fixed_price,static_alpha70,0.7,development
2025-06-16,47275.73585262639,10206.01109719194,57481.746949818335,1620.101839155196,1370.9460191805588,6414.1249143220075,q3_fixed_price,static_alpha70,0.7,development
2025-06-17,47998.225642726524,14352.574093813324,62350.79973653985,2100.806157295734,1436.7258567998047,6131.758634628507,q3_fixed_price,static_alpha70,0.7,development
2025-06-18,48182.56673179897,279.59475807177535,48462.16148987075,41.47304777213094,3209.779892255039,6484.050712127138,q3_fixed_price,static_alpha70,0.7,development
