plan_day,model,mae_yuan_per_kwh,mse_yuan2_per_kwh2,bias_yuan_per_kwh
2025-04-16,frozen_lag7,0.038325000000000005,0.0023127975000000007,0.003916666666666668
2025-04-17,frozen_lag7,0.04234861111111111,0.002850963333333333,0.010259722222222215
2025-04-18,frozen_lag7,0.038468055555555554,0.0027113561111111106,-0.007941666666666668
2025-04-19,frozen_lag7,0.04772013888888888,0.0034502493749999997,0.005890972222222223
2025-04-20,frozen_lag7,0.03803402777777778,0.002311413819444444,0.010815972222222218
2025-04-21,frozen_lag7,0.03788125,0.002399877847222222,0.012645138888888883
2025-04-22,frozen_lag7,0.04387569444444445,0.003192268680555556,-0.012425694444444444
2025-04-23,frozen_lag7,0.043645833333333335,0.00290296,0.01444166666666667
2025-04-24,frozen_lag7,0.03648402777777778,0.0024376804861111112,0.011582638888888892
2025-04-25,frozen_lag7,0.04563541666666668,0.003332797569444445,0.018728472222222223
2025-04-26,frozen_lag7,0.05186597222222223,0.004360613958333333,0.020171527777777785
2025-04-27,frozen_lag7,0.03781458333333334,0.002383787708333333,0.011656249999999998
2025-04-28,frozen_lag7,0.053413888888888886,0.005040249166666667,-0.03209999999999999
2025-04-29,frozen_lag7,0.040277083333333324,0.0025327240972222217,0.02057569444444444
2025-04-30,frozen_lag7,0.04531319444444445,0.0030347913194444438,0.018470138888888887
2025-05-01,frozen_lag7,0.0468763888888889,0.0033105719444444454,-0.011141666666666668
2025-05-02,frozen_lag7,0.05750138888888888,0.0056283293055555544,-0.046259722222222216
2025-05-03,frozen_lag7,0.046698611111111114,0.0038749804166666674,-0.032019444444444455
2025-05-04,frozen_lag7,0.048580555555555564,0.0038592111111111116,-0.012345833333333325
2025-05-05,frozen_lag7,0.04732291666666666,0.003805157708333332,0.00559097222222222
2025-05-06,frozen_lag7,0.04789930555555555,0.003380123402777777,-0.022853472222222213
2025-05-07,frozen_lag7,0.05111597222222222,0.004221035902777778,-0.029286805555555556
2025-05-08,frozen_lag7,0.048165972222222214,0.0038254134027777783,-0.014332638888888895
2025-05-09,frozen_lag7,0.044028472222222226,0.0029148990972222223,0.020213194444444447
2025-05-10,frozen_lag7,0.038777777777777786,0.002528301805555555,-0.005483333333333333
2025-05-11,frozen_lag7,0.04511458333333333,0.003228857152777778,-0.014653472222222222
2025-05-12,frozen_lag7,0.047615972222222226,0.0036889522916666675,0.008672916666666666
2025-05-13,frozen_lag7,0.04342222222222222,0.003167974027777778,-0.0032097222222222327
2025-05-14,frozen_lag7,0.03858611111111111,0.0022844568055555552,0.01117777777777778
2025-05-15,frozen_lag7,0.04259722222222222,0.0027372065277777775,0.008881944444444444
2025-05-16,frozen_lag7,0.041209722222222224,0.002894773611111111,0.02135277777777777
2025-05-17,frozen_lag7,0.04539305555555555,0.0032501675,0.0018916666666666695
2025-05-18,frozen_lag7,0.03961736111111111,0.002780207986111111,0.010100694444444443
2025-05-19,frozen_lag7,0.04870763888888889,0.004743123819444445,0.02002847222222222
2025-05-20,frozen_lag7,0.04643055555555556,0.0034658240277777776,-0.00013611111111110538
2025-05-21,frozen_lag7,0.04065208333333334,0.0026452347916666673,0.0017270833333333335
2025-05-22,frozen_lag7,0.04014930555555555,0.002722705902777777,0.006584027777777783
2025-05-23,frozen_lag7,0.03910416666666667,0.002604594027777778,-0.011588888888888886
2025-05-24,frozen_lag7,0.0483875,0.004220265555555556,0.02021111111111111
2025-05-25,frozen_lag7,0.045456944444444446,0.003449136527777778,0.012719444444444453
2025-05-26,frozen_lag7,0.05254722222222222,0.004982422638888889,-0.0207125
2025-05-27,frozen_lag7,0.050470138888888884,0.004076981319444444,0.013660416666666666
2025-05-28,frozen_lag7,0.048325,0.0036173913888888887,-0.005443055555555553
2025-05-29,frozen_lag7,0.04184999999999999,0.002778691388888889,-0.013319444444444448
2025-05-30,frozen_lag7,0.040896527777777775,0.003020902708333333,-0.004018749999999998
2025-05-31,frozen_lag7,0.04160277777777777,0.0029301884722222216,-0.013149999999999998
2025-06-01,frozen_lag7,0.08869097222222222,0.01229503173611111,-0.08121874999999999
2025-06-02,frozen_lag7,0.07965972222222223,0.009915330416666666,-0.05747361111111111
2025-06-03,frozen_lag7,0.07103750000000002,0.007067729444444445,-0.06336111111111112
2025-06-04,frozen_lag7,0.06965972222222223,0.008553650000000001,-0.06239166666666667
2025-06-05,frozen_lag7,0.07301527777777778,0.008077042777777778,-0.06255694444444443
2025-06-06,frozen_lag7,0.09379513888888891,0.014193080208333335,-0.08828958333333334
2025-06-07,frozen_lag7,0.0908763888888889,0.011385606805555554,-0.08393333333333333
2025-06-08,frozen_lag7,0.04480694444444444,0.003910493472222222,0.022101388888888886
2025-06-09,frozen_lag7,0.043500694444444446,0.0031793131249999995,-0.009310416666666672
2025-06-10,frozen_lag7,0.03797986111111112,0.002369980069444445,-0.010535416666666665
2025-06-11,frozen_lag7,0.04755138888888889,0.0037842061111111117,-0.0180375
2025-06-12,frozen_lag7,0.036170833333333326,0.002132502638888889,8.611111111111704e-05
2025-06-13,frozen_lag7,0.04851458333333335,0.00395548076388889,0.00925347222222222
2025-06-14,frozen_lag7,0.04346111111111111,0.0032773,0.013420833333333333
2025-06-15,frozen_lag7,0.05043541666666667,0.004332366319444444,-0.020747916666666668
2025-06-16,frozen_lag7,0.04233541666666666,0.002884588125,-0.003985416666666661
2025-06-17,frozen_lag7,0.04407083333333333,0.003686999999999999,-0.011808333333333334
2025-06-18,frozen_lag7,0.0398576388888889,0.0026004663194444454,0.011646527777777773
2025-06-19,frozen_lag7,0.03952291666666666,0.0026095203472222216,0.014072916666666664
2025-06-20,frozen_lag7,0.04507222222222223,0.0030605256944444457,0.01872222222222223
2025-06-21,frozen_lag7,0.0529,0.004454513611111111,0.02734166666666667
2025-06-22,frozen_lag7,0.04539097222222222,0.003456168680555555,0.01033541666666667
2025-06-23,frozen_lag7,0.04469027777777779,0.003281813472222223,0.018369444444444445
2025-06-24,frozen_lag7,0.04217638888888889,0.0031255427777777773,-0.011908333333333328
2025-06-25,frozen_lag7,0.03923680555555556,0.0023512743750000002,0.0037034722222222182
2025-06-26,frozen_lag7,0.03955694444444444,0.002481937777777778,0.0019361111111111042
2025-06-27,frozen_lag7,0.03700208333333334,0.0024000439583333334,0.01618680555555555
2025-06-28,frozen_lag7,0.03780347222222222,0.0023838332638888887,-0.013463194444444446
2025-06-29,frozen_lag7,0.04909236111111111,0.003927688958333332,-0.004335416666666663
2025-06-30,frozen_lag7,0.04592847222222222,0.003473248819444445,-0.005315972222222221
2025-07-01,frozen_lag7,0.07931041666666666,0.012438659652777776,-0.05022708333333334
2025-07-02,frozen_lag7,0.08724861111111111,0.013911974166666667,-0.058975
2025-07-03,frozen_lag7,0.10380486111111109,0.01894120909722222,-0.09546180555555554
2025-07-04,frozen_lag7,0.09999375,0.018089882569444445,-0.08518819444444445
2025-07-05,frozen_lag7,0.08129930555555556,0.011755840625000001,-0.06132986111111111
2025-07-06,frozen_lag7,0.10673125,0.02203008520833333,-0.08684375000000001
2025-07-07,frozen_lag7,0.09219097222222222,0.01564937048611111,-0.06720208333333333
2025-07-08,frozen_lag7,0.043530555555555545,0.0034725905555555545,0.007158333333333332
2025-07-09,frozen_lag7,0.035137499999999995,0.0020216538888888896,-0.0038555555555555517
2025-07-10,frozen_lag7,0.05789097222222222,0.005343811597222223,0.023928472222222223
2025-07-11,frozen_lag7,0.05754513888888889,0.005472721458333334,-0.016638194444444445
2025-07-12,frozen_lag7,0.04338541666666667,0.002981968958333334,-0.00996319444444445
2025-07-13,frozen_lag7,0.05881666666666668,0.006556640416666666,0.04438333333333333
2025-07-14,frozen_lag7,0.043297222222222216,0.0026864416666666667,0.005175000000000002
2025-07-15,frozen_lag7,0.053684027777777775,0.004724676458333332,0.011495138888888886
2025-07-16,frozen_lag7,0.039634722222222224,0.0022860951388888892,0.0033749999999999995
2025-07-17,frozen_lag7,0.04532013888888889,0.003131180624999999,0.0026868055555555586
2025-07-18,frozen_lag7,0.04010347222222222,0.0026987671527777778,0.012743750000000005
2025-07-19,frozen_lag7,0.037957638888888895,0.002387612152777778,0.013982638888888899
2025-07-20,frozen_lag7,0.04084861111111112,0.0029819581944444443,-0.013324999999999995
2025-07-21,frozen_lag7,0.0407125,0.0025601108333333333,-0.0069638888888888945
2025-07-22,frozen_lag7,0.04397777777777776,0.003266465416666665,-0.003024999999999992
2025-07-23,frozen_lag7,0.04453194444444444,0.0029505451388888893,0.00021805555555556085
2025-07-24,frozen_lag7,0.04905833333333334,0.003650105694444444,-0.002625
2025-07-25,frozen_lag7,0.04341180555555556,0.0031705149305555555,0.01723402777777777
2025-07-26,frozen_lag7,0.04698472222222221,0.0035505654166666668,-0.007709722222222223
2025-07-27,frozen_lag7,0.03921458333333333,0.002671391458333334,-0.009518750000000013
2025-07-28,frozen_lag7,0.04007013888888889,0.002495022847222223,-0.007057638888888892
2025-07-29,frozen_lag7,0.045979166666666654,0.0031995936111111106,-0.009494444444444446
2025-07-30,frozen_lag7,0.03720694444444445,0.002259228888888889,-0.004112500000000009
2025-07-31,frozen_lag7,0.03964513888888889,0.002583564652777777,-0.003985416666666659
2025-08-01,frozen_lag7,0.041952083333333334,0.0028916249305555555,0.010571527777777775
2025-08-02,frozen_lag7,0.052538194444444436,0.004740072013888889,0.025821527777777777
2025-08-03,frozen_lag7,0.05809027777777778,0.005587459166666667,0.04376250000000001
2025-08-04,frozen_lag7,0.06145208333333333,0.005983077291666668,0.04145208333333335
2025-08-05,frozen_lag7,0.05624166666666667,0.005751216666666666,0.04003194444444443
2025-08-06,frozen_lag7,0.050486805555555556,0.004188358402777779,0.021947916666666664
2025-08-07,frozen_lag7,0.05954861111111111,0.005922037083333333,0.04032638888888888
2025-08-08,frozen_lag7,0.05532986111111111,0.004885239791666666,0.02844513888888888
2025-08-09,frozen_lag7,0.044643055555555554,0.003205559444444444,0.009212499999999993
2025-08-10,frozen_lag7,0.04314444444444446,0.0030652865277777785,-0.015322222222222221
2025-08-11,frozen_lag7,0.045657638888888886,0.003411143263888889,0.0051548611111111135
2025-08-12,frozen_lag7,0.0429625,0.0027714436111111107,-0.012774999999999996
2025-08-13,frozen_lag7,0.04666666666666667,0.003327138888888889,0.0045833333333333325
2025-08-14,frozen_lag7,0.0405875,0.002587015694444444,-0.009015277777777782
2025-08-15,frozen_lag7,0.04429236111111111,0.0031571904861111117,-0.013263194444444439
2025-08-16,frozen_lag7,0.04267708333333334,0.003115101458333333,0.005634027777777783
2025-08-17,frozen_lag7,0.04225902777777777,0.0027684407638888884,0.008790972222222217
2025-08-18,frozen_lag7,0.04360625,0.002967070347222222,-0.007931250000000016
2025-08-19,frozen_lag7,0.04421944444444445,0.003063732777777779,0.014455555555555562
2025-08-20,frozen_lag7,0.04353055555555555,0.002860003611111111,-0.013183333333333332
2025-08-21,frozen_lag7,0.042578472222222226,0.003049438680555555,0.0029131944444444544
2025-08-22,frozen_lag7,0.04106527777777778,0.0028378393055555557,-0.009255555555555559
2025-08-23,frozen_lag7,0.04775972222222222,0.0038239993055555546,-0.011855555555555557
2025-08-24,frozen_lag7,0.037277083333333336,0.0024859259027777783,-0.0011215277777777745
2025-08-25,frozen_lag7,0.045684722222222224,0.003296508611111111,-0.012595833333333327
2025-08-26,frozen_lag7,0.04185555555555556,0.00293350625,-0.0015027777777777754
2025-08-27,frozen_lag7,0.046304166666666674,0.003381625000000001,0.012961111111111118
2025-08-28,frozen_lag7,0.052734027777777776,0.004858924930555555,-0.016297916666666665
2025-08-29,frozen_lag7,0.043574305555555554,0.003136895069444444,-0.004036805555555555
2025-08-30,frozen_lag7,0.04768819444444445,0.004077517013888889,0.004534027777777772
2025-08-31,frozen_lag7,0.042617361111111106,0.002865026736111111,-0.005517361111111112
2025-09-01,frozen_lag7,0.11237430555555555,0.023601497847222222,0.10842430555555556
2025-09-02,frozen_lag7,0.10022222222222223,0.018858727500000002,0.090425
2025-09-03,frozen_lag7,0.1047,0.021506582083333337,0.09239305555555556
2025-09-04,frozen_lag7,0.11194027777777776,0.025199447638888886,0.10650694444444445
2025-09-05,frozen_lag7,0.10807569444444445,0.01986469159722222,0.10586736111111111
2025-09-06,frozen_lag7,0.11153333333333333,0.022227464861111115,0.0889513888888889
2025-09-07,frozen_lag7,0.10114999999999999,0.019157659027777777,0.08722499999999998
2025-09-08,frozen_lag7,0.04668819444444445,0.003626860347222222,-0.021790972222222222
2025-09-09,frozen_lag7,0.04740555555555556,0.003324422083333334,0.002109722222222218
2025-09-10,frozen_lag7,0.047880555555555565,0.004115752777777778,-0.02082916666666667
2025-09-11,frozen_lag7,0.040100694444444446,0.0027201839583333334,0.003934027777777781
2025-09-12,frozen_lag7,0.044935416666666665,0.003154590902777778,-0.016445138888888895
2025-09-13,frozen_lag7,0.047961805555555556,0.0035685767361111113,-0.0008048611111111104
2025-09-14,frozen_lag7,0.04026875,0.0025236964583333337,-0.016592361111111113
2025-09-15,frozen_lag7,0.04763194444444444,0.0035011330555555545,0.011797222222222216
2025-09-16,frozen_lag7,0.04493402777777779,0.003292045486111112,-0.02606319444444445
2025-09-17,frozen_lag7,0.040054861111111104,0.0026742160416666663,0.0037687499999999995
2025-09-18,frozen_lag7,0.04194236111111111,0.003294599513888889,-0.016761805555555554
2025-09-19,frozen_lag7,0.04250416666666666,0.002703743472222222,-0.018166666666666664
2025-09-20,frozen_lag7,0.04802569444444444,0.003785201041666666,-0.020945138888888888
2025-09-21,frozen_lag7,0.037968055555555554,0.0024165190277777773,0.0020569444444444493
2025-09-22,frozen_lag7,0.04611875,0.003574456180555555,-0.020439583333333327
2025-09-23,frozen_lag7,0.03995138888888889,0.0024105834722222223,-0.003805555555555548
2025-09-24,frozen_lag7,0.03823125,0.002263982430555556,0.001945138888888889
2025-09-25,frozen_lag7,0.03416944444444444,0.0017997848611111102,-0.007781944444444445
2025-09-26,frozen_lag7,0.041103472222222215,0.002827622847222222,0.00043819444444444515
2025-09-27,frozen_lag7,0.045689583333333325,0.0032468410416666657,-0.012222916666666668
2025-09-28,frozen_lag7,0.040681944444444444,0.0025760333333333333,-0.015538888888888889
2025-09-29,frozen_lag7,0.037185416666666665,0.002096107013888889,-0.005592361111111112
2025-09-30,frozen_lag7,0.04463194444444444,0.0031965948611111105,-0.012072222222222226
2025-10-01,frozen_lag7,0.05636805555555556,0.005566362083333334,0.03795416666666667
2025-10-02,frozen_lag7,0.04844930555555555,0.003513121319444444,0.03563541666666667
2025-10-03,frozen_lag7,0.05364097222222222,0.004750097291666667,0.03484930555555556
2025-10-04,frozen_lag7,0.04236458333333334,0.0027203879861111115,0.013853472222222222
2025-10-05,frozen_lag7,0.05321041666666666,0.00420422923611111,0.03682708333333333
2025-10-06,frozen_lag7,0.04218263888888889,0.0026746303472222222,0.01926874999999999
2025-10-07,frozen_lag7,0.047318055555555544,0.003336162083333333,0.028070833333333337
2025-10-08,frozen_lag7,0.045778472222222234,0.0037568749305555565,-0.022529861111111115
2025-10-09,frozen_lag7,0.03668125,0.0020955984027777783,-0.01583125
2025-10-10,frozen_lag7,0.03852986111111111,0.002447157013888889,-0.0015673611111111142
2025-10-11,frozen_lag7,0.03567916666666667,0.00198617,0.0012791666666666656
2025-10-12,frozen_lag7,0.04246736111111111,0.002741502986111111,-0.01378263888888888
2025-10-13,frozen_lag7,0.03298402777777778,0.001996056041666667,0.0038381944444444488
2025-10-14,frozen_lag7,0.04020486111111109,0.002463124236111109,-0.007313194444444444
2025-10-15,frozen_lag7,0.039892361111111115,0.0023703356250000004,-0.015370138888888888
2025-10-16,frozen_lag7,0.04906736111111112,0.004313947708333333,-0.0244173611111111
2025-10-17,frozen_lag7,0.052027083333333335,0.004767967291666667,-0.02927430555555556
2025-10-18,frozen_lag7,0.04028472222222222,0.0026027112499999996,0.0014833333333333272
2025-10-19,frozen_lag7,0.04156666666666667,0.0029365665277777775,-0.02301666666666667
2025-10-20,frozen_lag7,0.04125347222222222,0.002907453680555555,-0.02247569444444444
2025-10-21,frozen_lag7,0.04849374999999999,0.0036302564583333328,-0.02223958333333333
2025-10-22,frozen_lag7,0.0431451388888889,0.00298971076388889,-0.016895138888888894
2025-10-23,frozen_lag7,0.039313888888888884,0.0023784263888888884,0.0008847222222222165
2025-10-24,frozen_lag7,0.04174791666666667,0.002647994930555556,-0.007552083333333334
2025-10-25,frozen_lag7,0.03658263888888889,0.002197344236111111,-0.015440972222222214
2025-10-26,frozen_lag7,0.03369097222222222,0.0017430539583333337,0.002029861111111116
2025-10-27,frozen_lag7,0.04051041666666667,0.002582684652777778,0.004231250000000003
2025-10-28,frozen_lag7,0.03850625,0.0023898454861111113,0.0022395833333333287
2025-10-29,frozen_lag7,0.031247916666666677,0.0017024815972222222,-0.014006249999999998
2025-10-30,frozen_lag7,0.03741041666666667,0.0021748499305555553,-0.01062430555555556
2025-10-31,frozen_lag7,0.03781875,0.0023876177083333333,-0.02137430555555555
2025-11-01,frozen_lag7,0.036533333333333334,0.002041765,-0.006094444444444446
2025-11-02,frozen_lag7,0.03462777777777778,0.0019869562499999997,-0.014913888888888886
2025-11-03,frozen_lag7,0.05364583333333334,0.005068478749999999,-0.022575000000000005
2025-11-04,frozen_lag7,0.032945138888888885,0.0019002982638888885,-0.004515972222222226
2025-11-05,frozen_lag7,0.03276388888888889,0.0016816434722222223,-0.0019986111111111116
2025-11-06,frozen_lag7,0.047956944444444455,0.003770470277777779,-0.023106944444444444
2025-11-07,frozen_lag7,0.03904722222222222,0.002560650138888889,0.0021986111111111117
2025-11-08,frozen_lag7,0.040502777777777776,0.002584375277777778,-0.012737499999999997
2025-11-09,frozen_lag7,0.03847986111111111,0.0022965190972222224,-0.008072916666666671
2025-11-10,frozen_lag7,0.041710416666666666,0.0027256546527777772,-0.013502083333333338
2025-11-11,frozen_lag7,0.03881388888888889,0.002588350138888889,-0.016276388888888882
2025-11-12,frozen_lag7,0.03530902777777778,0.002025585347222222,-0.0034395833333333336
2025-11-13,frozen_lag7,0.039035416666666656,0.002249039791666666,-0.0034687500000000013
2025-11-14,frozen_lag7,0.042259722222222226,0.002979103611111112,-0.013544444444444444
2025-11-15,frozen_lag7,0.03493541666666667,0.0020222472916666665,-0.011427083333333338
2025-11-16,frozen_lag7,0.03973611111111111,0.002382121666666666,-0.010262500000000003
2025-11-17,frozen_lag7,0.03644444444444445,0.002191701527777779,0.0031180555555555653
2025-11-18,frozen_lag7,0.041778472222222224,0.0028762478472222227,-0.008053472222222234
2025-11-19,frozen_lag7,0.03880208333333333,0.002399845069444445,-0.016618750000000005
2025-11-20,frozen_lag7,0.03327638888888888,0.0017285855555555555,-0.0026430555555555565
2025-11-21,frozen_lag7,0.031583333333333324,0.0015777704166666667,-0.003555555555555557
2025-11-22,frozen_lag7,0.03552222222222223,0.002031549166666667,-0.007906944444444447
2025-11-23,frozen_lag7,0.03587986111111111,0.0020848285416666668,-0.005914583333333335
2025-11-24,frozen_lag7,0.040025000000000005,0.0023825275000000003,-0.005195833333333346
2025-11-25,frozen_lag7,0.04032430555555555,0.002617962152777778,-0.0022118055555555537
2025-11-26,frozen_lag7,0.035725694444444435,0.0019319556249999992,-0.0009201388888888835
2025-11-27,frozen_lag7,0.039379166666666666,0.0023717673611111114,-0.007384722222222217
2025-11-28,frozen_lag7,0.03495416666666667,0.0018750579166666667,-0.001390277777777781
2025-11-29,frozen_lag7,0.04523819444444445,0.0034555086805555554,-0.013763194444444444
2025-11-30,frozen_lag7,0.042849305555555564,0.003386793402777778,-0.013104861111111112
2025-12-01,frozen_lag7,0.09356736111111111,0.017257291180555554,-0.0865548611111111
2025-12-02,frozen_lag7,0.09573124999999999,0.018634880347222223,-0.09118958333333332
2025-12-03,frozen_lag7,0.09021666666666667,0.01566550819444444,-0.08209861111111111
2025-12-04,frozen_lag7,0.08928958333333334,0.016976253125000004,-0.07652152777777778
2025-12-05,frozen_lag7,0.09143472222222221,0.016612454444444442,-0.08315277777777778
2025-12-06,frozen_lag7,0.08626388888888889,0.015888412083333334,-0.07675833333333333
2025-12-07,frozen_lag7,0.08342569444444443,0.014837769791666665,-0.07050902777777777
2025-12-08,frozen_lag7,0.029863888888888888,0.001422347777777778,-0.0009097222222222262
2025-12-09,frozen_lag7,0.039031249999999997,0.0023344102083333335,0.009536805555555562
2025-12-10,frozen_lag7,0.03335277777777779,0.0018601615277777784,-0.004126388888888886
2025-12-11,frozen_lag7,0.032499999999999994,0.0017185043055555553,0.00745138888888889
2025-12-12,frozen_lag7,0.04174166666666666,0.00285879375,-0.006602777777777777
2025-12-13,frozen_lag7,0.03412916666666667,0.0019141258333333336,-0.0025000000000000005
2025-12-14,frozen_lag7,0.03962361111111111,0.0023834168055555556,-0.010629166666666674
2025-12-15,frozen_lag7,0.03865555555555556,0.002318274861111111,-0.005924999999999999
2025-12-16,frozen_lag7,0.03145069444444444,0.0016262752083333332,-0.005136805555555551
2025-12-17,frozen_lag7,0.03633680555555557,0.001961256597222223,0.007349305555555559
2025-12-18,frozen_lag7,0.03946319444444445,0.0025517292361111115,-0.011843749999999997
2025-12-19,frozen_lag7,0.037421527777777776,0.0021944759027777774,-0.0013145833333333297
2025-12-20,frozen_lag7,0.04013541666666666,0.0023139256249999993,0.010725694444444444
2025-12-21,frozen_lag7,0.03244305555555555,0.001610067361111111,0.010661111111111109
