natural_day,natural_time_index,source_plan_day,source_time_index,interval_start,interval_end,planned_grid_kwh,charge_kwh,discharge_kwh,commanded_charge_kwh,commanded_discharge_kwh,emergency_kwh,unused_supply_kwh,actual_soc_before_kwh,actual_soc_after_kwh
2025-02-01,0,2025-01-31,143,2025-02-01 00:00:00,2025-02-01 00:10:00,478.43234999999993,54.47234999999989,0.0,54.47234999999989,0.0,0.0,0.0,3668.3243752037038,3717.3494902037037
2025-02-01,1,2025-02-01,0,2025-02-01 00:10:00,2025-02-01 00:20:00,1300.2621166666665,833.3333333333333,0.0,833.3333333333333,0.0,0.0,44.89841666666666,3717.3494902037037,4467.349490203704
2025-02-01,2,2025-02-01,1,2025-02-01 00:20:00,2025-02-01 00:30:00,1309.2617916666663,833.3333333333333,0.0,833.3333333333333,0.0,0.0,60.52114166666638,4467.349490203704,5217.349490203704
2025-02-01,3,2025-02-01,2,2025-02-01 00:30:00,2025-02-01 00:40:00,1274.3544833333333,833.3333333333333,0.0,833.3333333333333,0.0,0.0,30.304483333333337,5217.349490203704,5967.349490203704
2025-02-01,4,2025-02-01,3,2025-02-01 00:40:00,2025-02-01 00:50:00,1305.96555,833.3333333333333,0.0,833.3333333333333,0.0,0.0,42.33741666666674,5967.349490203704,6717.349490203704
2025-02-01,5,2025-02-01,4,2025-02-01 00:50:00,2025-02-01 01:00:00,1327.4660583333332,833.3333333333333,0.0,833.3333333333333,0.0,0.0,69.72214166666663,6717.349490203704,7467.349490203704
2025-02-01,6,2025-02-01,5,2025-02-01 01:00:00,2025-02-01 01:10:00,1382.2449833333333,833.3333333333333,0.0,833.3333333333333,0.0,0.0,142.8599833333334,7467.349490203704,8217.349490203704
2025-02-01,7,2025-02-01,6,2025-02-01 01:10:00,2025-02-01 01:20:00,497.89334166666663,61.143158333333304,0.0,61.143158333333304,0.0,0.0,0.0,8217.349490203704,8272.378332703704
2025-02-01,8,2025-02-01,7,2025-02-01 01:20:00,2025-02-01 01:30:00,450.2727499999999,0.0,1.5249333333333652,0.0,1.5249333333333652,0.0,0.0,8272.378332703704,8270.683962333333
2025-02-01,9,2025-02-01,8,2025-02-01 01:30:00,2025-02-01 01:40:00,1312.5777833333332,833.3333333333333,0.0,833.3333333333333,0.0,0.0,33.16444999999999,8270.683962333333,9020.683962333333
2025-02-01,10,2025-02-01,9,2025-02-01 01:40:00,2025-02-01 01:50:00,473.56699166666664,1.800658333333331,0.0,1.800658333333331,0.0,0.0,0.0,9020.683962333333,9022.304554833332
2025-02-01,11,2025-02-01,10,2025-02-01 01:50:00,2025-02-01 02:00:00,502.20772500000004,54.18175833333339,0.0,54.18175833333339,0.0,0.0,0.0,9022.304554833332,9071.068137333332
2025-02-01,12,2025-02-01,11,2025-02-01 02:00:00,2025-02-01 02:10:00,539.1666666666665,141.7633333333332,0.0,141.7633333333332,0.0,0.0,0.0,9071.068137333332,9198.655137333331
2025-02-01,13,2025-02-01,12,2025-02-01 02:10:00,2025-02-01 02:20:00,1378.5468416666663,833.3333333333333,0.0,833.3333333333333,0.0,0.0,111.1228749999998,9198.655137333331,9948.655137333331
2025-02-01,14,2025-02-01,13,2025-02-01 02:20:00,2025-02-01 02:30:00,520.36795,29.807033333333322,0.0,29.807033333333322,0.0,0.0,0.0,9948.655137333331,9975.481467333331
2025-02-01,15,2025-02-01,14,2025-02-01 02:30:00,2025-02-01 02:40:00,514.9658333333333,11.74583333333328,0.0,11.74583333333328,0.0,0.0,0.0,9975.481467333331,9986.05271733333
2025-02-01,16,2025-02-01,15,2025-02-01 02:40:00,2025-02-01 02:50:00,486.78975833333334,12.716941666666685,0.0,12.716941666666685,0.0,0.0,0.0,9986.05271733333,9997.49796483333
2025-02-01,17,2025-02-01,16,2025-02-01 02:50:00,2025-02-01 03:00:00,500.2027250000001,38.81832500000013,0.0,38.81832500000013,0.0,0.0,0.0,9997.49796483333,10032.434457333331
2025-02-01,18,2025-02-01,17,2025-02-01 03:00:00,2025-02-01 03:10:00,520.0441666666666,43.10249999999991,0.0,43.10249999999991,0.0,0.0,0.0,10032.434457333331,10071.226707333331
2025-02-01,19,2025-02-01,18,2025-02-01 03:10:00,2025-02-01 03:20:00,525.1277833333332,41.728233333333264,0.0,41.728233333333264,0.0,0.0,0.0,10071.226707333331,10108.782117333332
2025-02-01,20,2025-02-01,19,2025-02-01 03:20:00,2025-02-01 03:30:00,511.4118083333333,24.80989166666666,0.0,24.80989166666666,0.0,0.0,0.0,10108.782117333332,10131.111019833332
2025-02-01,21,2025-02-01,20,2025-02-01 03:30:00,2025-02-01 03:40:00,524.1866666666666,25.338333333333253,0.0,25.338333333333253,0.0,0.0,0.0,10131.111019833332,10153.915519833332
2025-02-01,22,2025-02-01,21,2025-02-01 03:40:00,2025-02-01 03:50:00,531.9736916666667,13.663958333333426,0.0,13.663958333333426,0.0,0.0,0.0,10153.915519833332,10166.213082333332
2025-02-01,23,2025-02-01,22,2025-02-01 03:50:00,2025-02-01 04:00:00,548.2101749999999,39.07670833333327,0.0,39.07670833333327,0.0,0.0,0.0,10166.213082333332,10201.382119833332
2025-02-01,24,2025-02-01,23,2025-02-01 04:00:00,2025-02-01 04:10:00,570.5975000000001,86.98083333333346,0.0,86.98083333333346,0.0,0.0,0.0,10201.382119833332,10279.664869833332
2025-02-01,25,2025-02-01,24,2025-02-01 04:10:00,2025-02-01 04:20:00,555.0372666666667,63.850466666666705,0.0,63.850466666666705,0.0,0.0,0.0,10279.664869833332,10337.130289833332
2025-02-01,26,2025-02-01,25,2025-02-01 04:20:00,2025-02-01 04:30:00,529.6286416666667,24.983358333333342,0.0,24.983358333333342,0.0,0.0,0.0,10337.130289833332,10359.615312333332
2025-02-01,27,2025-02-01,26,2025-02-01 04:30:00,2025-02-01 04:40:00,530.0475000000001,24.469166666666865,0.0,24.469166666666865,0.0,0.0,0.0,10359.615312333332,10381.637562333332
2025-02-01,28,2025-02-01,27,2025-02-01 04:40:00,2025-02-01 04:50:00,588.4417250000001,85.2107583333335,0.0,85.2107583333335,0.0,0.0,0.0,10381.637562333332,10458.327244833332
2025-02-01,29,2025-02-01,28,2025-02-01 04:50:00,2025-02-01 05:00:00,600.3460883333332,97.49933833333318,0.0,97.49933833333318,0.0,0.0,0.0,10458.327244833332,10546.076649333332
2025-02-01,30,2025-02-01,29,2025-02-01 05:00:00,2025-02-01 05:10:00,551.7149999999999,52.07333333333327,0.0,52.07333333333327,0.0,0.0,0.0,10546.076649333332,10592.942649333332
2025-02-01,31,2025-02-01,30,2025-02-01 05:10:00,2025-02-01 05:20:00,562.8474333333331,74.06384999999977,0.0,74.06384999999977,0.0,0.0,0.0,10592.942649333332,10659.600114333332
2025-02-01,32,2025-02-01,31,2025-02-01 05:20:00,2025-02-01 05:30:00,549.6648,51.14936666666671,0.0,51.14936666666671,0.0,0.0,0.0,10659.600114333332,10705.634544333332
2025-02-01,33,2025-02-01,32,2025-02-01 05:30:00,2025-02-01 05:40:00,628.9284166666667,99.70508333333339,0.0,99.70508333333339,0.0,0.0,0.0,10705.634544333332,10795.369119333332
2025-02-01,34,2025-02-01,33,2025-02-01 05:40:00,2025-02-01 05:50:00,1504.959883333333,5.145422962963898,0.0,5.145422962963898,0.0,0.0,952.4041437037024,10795.369119333332,10800.0
2025-02-01,35,2025-02-01,34,2025-02-01 05:50:00,2025-02-01 06:00:00,0.0,0.0,531.1811666666666,0.0,531.1811666666666,0.0,0.0,10800.0,10209.798703703704
2025-02-01,36,2025-02-01,35,2025-02-01 06:00:00,2025-02-01 06:10:00,0.0,0.0,510.98333333333335,0.0,510.98333333333335,0.0,0.0,10209.798703703704,9642.039444444445
2025-02-01,37,2025-02-01,36,2025-02-01 06:10:00,2025-02-01 06:20:00,0.0,0.0,535.1871833333332,0.0,535.1871833333332,0.0,0.0,9642.039444444445,9047.387018518519
2025-02-01,38,2025-02-01,37,2025-02-01 06:20:00,2025-02-01 06:30:00,0.0,0.0,533.3553333333333,0.0,533.3553333333333,0.0,0.0,9047.387018518519,8454.769981481482
2025-02-01,39,2025-02-01,38,2025-02-01 06:30:00,2025-02-01 06:40:00,0.0,0.0,504.52,0.0,504.52,0.0,0.0,8454.769981481482,7894.192203703705
2025-02-01,40,2025-02-01,39,2025-02-01 06:40:00,2025-02-01 06:50:00,0.0,0.0,519.5536833333333,0.0,519.5536833333333,0.0,0.0,7894.192203703705,7316.910333333334
2025-02-01,41,2025-02-01,40,2025-02-01 06:50:00,2025-02-01 07:00:00,0.0,0.0,551.4800833333333,0.0,551.4800833333333,0.0,0.0,7316.910333333334,6704.154685185186
2025-02-01,42,2025-02-01,41,2025-02-01 07:00:00,2025-02-01 07:10:00,0.0,0.0,552.0416666666666,0.0,552.0416666666666,0.0,0.0,6704.154685185186,6090.775055555557
2025-02-01,43,2025-02-01,42,2025-02-01 07:10:00,2025-02-01 07:20:00,0.0,0.0,514.5580499999999,0.0,514.5580499999999,0.0,0.0,6090.775055555557,5519.04388888889
2025-02-01,44,2025-02-01,43,2025-02-01 07:20:00,2025-02-01 07:30:00,0.0,0.0,447.90854999999993,0.0,447.90854999999993,0.0,0.0,5519.04388888889,5021.367722222224
2025-02-01,45,2025-02-01,44,2025-02-01 07:30:00,2025-02-01 07:40:00,0.0,0.0,389.4241666666667,0.0,389.4241666666667,0.0,0.0,5021.367722222224,4588.674203703706
2025-02-01,46,2025-02-01,45,2025-02-01 07:40:00,2025-02-01 07:50:00,0.0,0.0,377.65375,0.0,377.65375,0.0,0.0,4588.674203703706,4169.058925925928
2025-02-01,47,2025-02-01,46,2025-02-01 07:50:00,2025-02-01 08:00:00,0.0,0.0,361.16134999999997,0.0,361.16134999999997,0.0,0.0,4169.058925925928,3767.768537037039
2025-02-01,48,2025-02-01,47,2025-02-01 08:00:00,2025-02-01 08:10:00,0.0,0.0,299.92291666666665,0.0,299.92291666666665,0.0,0.0,3767.768537037039,3434.520851851854
2025-02-01,49,2025-02-01,48,2025-02-01 08:10:00,2025-02-01 08:20:00,0.0,0.0,202.22623333333343,0.0,202.22623333333343,0.0,0.0,3434.520851851854,3209.825037037039
2025-02-01,50,2025-02-01,49,2025-02-01 08:20:00,2025-02-01 08:30:00,0.0,0.0,129.7926,0.0,129.7926,0.0,0.0,3209.825037037039,3065.611037037039
2025-02-01,51,2025-02-01,50,2025-02-01 08:30:00,2025-02-01 08:40:00,0.0,0.0,86.28458333333327,0.0,86.28458333333327,0.0,0.0,3065.611037037039,2969.7392777777795
2025-02-01,52,2025-02-01,51,2025-02-01 08:40:00,2025-02-01 08:50:00,0.0,0.0,35.96915000000001,0.0,35.96915000000001,0.0,0.0,2969.7392777777795,2929.7735555555573
2025-02-01,53,2025-02-01,52,2025-02-01 08:50:00,2025-02-01 09:00:00,0.0,0.0,62.45393333333334,0.0,62.45393333333334,0.0,0.0,2929.7735555555573,2860.380296296298
2025-02-01,54,2025-02-01,53,2025-02-01 09:00:00,2025-02-01 09:10:00,0.0,0.0,115.17666666666673,0.0,115.17666666666673,0.0,0.0,2860.380296296298,2732.406222222224
2025-02-01,55,2025-02-01,54,2025-02-01 09:10:00,2025-02-01 09:20:00,0.0,0.0,45.824116666666555,0.0,45.824116666666555,0.0,0.0,2732.406222222224,2681.4905370370393
2025-02-01,56,2025-02-01,55,2025-02-01 09:20:00,2025-02-01 09:30:00,0.0,31.360500000000002,0.0,31.360500000000002,0.0,0.0,0.0,2681.4905370370393,2709.7149870370395
2025-02-01,57,2025-02-01,56,2025-02-01 09:30:00,2025-02-01 09:40:00,0.0,61.70083333333332,0.0,61.70083333333332,0.0,0.0,0.0,2709.7149870370395,2765.2457370370394
2025-02-01,58,2025-02-01,57,2025-02-01 09:40:00,2025-02-01 09:50:00,0.0,105.10811666666666,0.0,105.10811666666666,0.0,0.0,0.0,2765.2457370370394,2859.843042037039
2025-02-01,59,2025-02-01,58,2025-02-01 09:50:00,2025-02-01 10:00:00,0.0,170.19725000000005,0.0,170.19725000000005,0.0,0.0,0.0,2859.843042037039,3013.020567037039
2025-02-01,60,2025-02-01,59,2025-02-01 10:00:00,2025-02-01 10:10:00,0.0,215.4304166666666,0.0,215.4304166666666,0.0,0.0,0.0,3013.020567037039,3206.907942037039
2025-02-01,61,2025-02-01,60,2025-02-01 10:10:00,2025-02-01 10:20:00,0.0,200.41763333333336,0.0,200.41763333333336,0.0,0.0,0.0,3206.907942037039,3387.283812037039
2025-02-01,62,2025-02-01,61,2025-02-01 10:20:00,2025-02-01 10:30:00,0.0,226.92018333333328,0.0,226.92018333333328,0.0,0.0,0.0,3387.283812037039,3591.511977037039
2025-02-01,63,2025-02-01,62,2025-02-01 10:30:00,2025-02-01 10:40:00,0.0,292.22541666666666,0.0,292.22541666666666,0.0,0.0,0.0,3591.511977037039,3854.514852037039
2025-02-01,64,2025-02-01,63,2025-02-01 10:40:00,2025-02-01 10:50:00,0.0,301.0877333333334,0.0,301.0877333333334,0.0,0.0,0.0,3854.514852037039,4125.493812037039
2025-02-01,65,2025-02-01,64,2025-02-01 10:50:00,2025-02-01 11:00:00,0.0,343.2174,0.0,343.2174,0.0,0.0,0.0,4125.493812037039,4434.389472037039
2025-02-01,66,2025-02-01,65,2025-02-01 11:00:00,2025-02-01 11:10:00,0.0,407.3499999999999,0.0,407.3499999999999,0.0,0.0,0.0,4434.389472037039,4801.004472037039
2025-02-01,67,2025-02-01,66,2025-02-01 11:10:00,2025-02-01 11:20:00,257.6188883333331,646.1023549999998,0.0,646.1023549999998,0.0,0.0,0.0,4801.004472037039,5382.4965915370385
2025-02-01,68,2025-02-01,67,2025-02-01 11:20:00,2025-02-01 11:30:00,0.0,395.24006666666673,0.0,395.24006666666673,0.0,0.0,0.0,5382.4965915370385,5738.212651537038
2025-02-01,69,2025-02-01,68,2025-02-01 11:30:00,2025-02-01 11:40:00,0.0,444.52750000000003,0.0,444.52750000000003,0.0,0.0,0.0,5738.212651537038,6138.287401537038
2025-02-01,70,2025-02-01,69,2025-02-01 11:40:00,2025-02-01 11:50:00,0.0,444.10710000000006,0.0,444.10710000000006,0.0,0.0,0.0,6138.287401537038,6537.983791537038
2025-02-01,71,2025-02-01,70,2025-02-01 11:50:00,2025-02-01 12:00:00,171.16565166666703,619.4329850000001,0.0,619.4329850000001,0.0,0.0,0.0,6537.983791537038,7095.473478037038
2025-02-01,72,2025-02-01,71,2025-02-01 12:00:00,2025-02-01 12:10:00,658.8584851851874,833.3333333333333,0.0,833.3333333333333,0.0,0.0,286.14806851852086,7095.473478037038,7845.473478037038
2025-02-01,73,2025-02-01,72,2025-02-01 12:10:00,2025-02-01 12:20:00,729.8538133333334,833.3333333333333,0.0,833.3333333333333,0.0,0.0,325.16229666666663,7845.473478037038,8595.473478037038
2025-02-01,74,2025-02-01,73,2025-02-01 12:20:00,2025-02-01 12:30:00,318.93285382715806,745.3201204938247,0.0,745.3201204938247,0.0,0.0,0.0,8595.473478037038,9266.26158648148
2025-02-01,75,2025-02-01,74,2025-02-01 12:30:00,2025-02-01 12:40:00,598.3233333333333,833.3333333333333,0.0,833.3333333333333,0.0,0.0,223.38083333333338,9266.26158648148,10016.26158648148
2025-02-01,76,2025-02-01,75,2025-02-01 12:40:00,2025-02-01 12:50:00,809.8195716666662,833.3333333333333,0.0,833.3333333333333,0.0,0.0,427.46983833333275,10016.26158648148,10766.26158648148
2025-02-01,77,2025-02-01,76,2025-02-01 12:50:00,2025-02-01 13:00:00,0.0,37.48712613168916,0.0,37.48712613168916,0.0,0.0,388.16725720164413,10766.26158648148,10800.0
2025-02-01,78,2025-02-01,77,2025-02-01 13:00:00,2025-02-01 13:10:00,0.0,0.0,0.0,0.0,0.0,0.0,413.5433333333333,10800.0,10800.0
2025-02-01,79,2025-02-01,78,2025-02-01 13:10:00,2025-02-01 13:20:00,0.0,0.0,0.0,0.0,0.0,0.0,421.64868333333334,10800.0,10800.0
2025-02-01,80,2025-02-01,79,2025-02-01 13:20:00,2025-02-01 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,422.7244333333331,10800.0,10800.0
2025-02-01,81,2025-02-01,80,2025-02-01 13:30:00,2025-02-01 13:40:00,0.0,0.0,0.0,0.0,0.0,0.0,410.2679166666667,10800.0,10800.0
2025-02-01,82,2025-02-01,81,2025-02-01 13:40:00,2025-02-01 13:50:00,0.0,0.0,0.0,0.0,0.0,0.0,392.4757166666667,10800.0,10800.0
2025-02-01,83,2025-02-01,82,2025-02-01 13:50:00,2025-02-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,323.70713333333333,10800.0,10800.0
2025-02-01,84,2025-02-01,83,2025-02-01 14:00:00,2025-02-01 14:10:00,0.0,0.0,0.0,0.0,0.0,0.0,233.54250000000002,10800.0,10800.0
2025-02-01,85,2025-02-01,84,2025-02-01 14:10:00,2025-02-01 14:20:00,0.0,0.0,0.0,0.0,0.0,0.0,202.90003333333334,10800.0,10800.0
2025-02-01,86,2025-02-01,85,2025-02-01 14:20:00,2025-02-01 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,166.26881666666668,10800.0,10800.0
2025-02-01,87,2025-02-01,86,2025-02-01 14:30:00,2025-02-01 14:40:00,0.0,0.0,0.0,0.0,0.0,0.0,116.58833333333325,10800.0,10800.0
2025-02-01,88,2025-02-01,87,2025-02-01 14:40:00,2025-02-01 14:50:00,0.0,0.0,0.0,0.0,0.0,0.0,112.44431666666674,10800.0,10800.0
2025-02-01,89,2025-02-01,88,2025-02-01 14:50:00,2025-02-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,93.76723333333325,10800.0,10800.0
2025-02-01,90,2025-02-01,89,2025-02-01 15:00:00,2025-02-01 15:10:00,0.0,0.0,0.0,0.0,0.0,0.0,35.80166666666662,10800.0,10800.0
2025-02-01,91,2025-02-01,90,2025-02-01 15:10:00,2025-02-01 15:20:00,31.106513333333396,0.0,0.0,0.0,0.0,0.0,2.67736333333346,10800.0,10800.0
2025-02-01,92,2025-02-01,91,2025-02-01 15:20:00,2025-02-01 15:30:00,60.28599024691425,0.0,37.64807641975244,0.0,37.64807641975244,0.0,0.0,10800.0,10758.168803978053
2025-02-01,93,2025-02-01,92,2025-02-01 15:30:00,2025-02-01 15:40:00,84.75666666666677,0.0,73.26083333333327,0.0,73.26083333333327,0.0,0.0,10758.168803978053,10676.767878052127
2025-02-01,94,2025-02-01,93,2025-02-01 15:40:00,2025-02-01 15:50:00,134.54714999999987,0.0,48.61320000000012,0.0,48.61320000000012,0.0,0.0,10676.767878052127,10622.753211385461
2025-02-01,95,2025-02-01,94,2025-02-01 15:50:00,2025-02-01 16:00:00,188.02516263374628,0.0,6.112887366253744,0.0,6.112887366253744,0.0,0.0,10622.753211385461,10615.961114311845
2025-02-01,96,2025-02-01,95,2025-02-01 16:00:00,2025-02-01 16:10:00,219.81916666666666,0.000416666666637866,0.0,0.000416666666637866,0.0,0.0,0.0,10615.961114311845,10615.961489311845
2025-02-01,97,2025-02-01,96,2025-02-01 16:10:00,2025-02-01 16:20:00,267.2641966666668,0.0,5.644153333333179,0.0,5.644153333333179,0.0,0.0,10615.961489311845,10609.690207830365
2025-02-01,98,2025-02-01,97,2025-02-01 16:20:00,2025-02-01 16:30:00,329.0682816666664,10.473731666666481,0.0,10.473731666666481,0.0,0.0,0.0,10609.690207830365,10619.116566330364
2025-02-01,99,2025-02-01,98,2025-02-01 16:30:00,2025-02-01 16:40:00,354.3955798971188,0.0,6.348586769547751,0.0,6.348586769547751,0.0,0.0,10619.116566330364,10612.062581030867
2025-02-01,100,2025-02-01,99,2025-02-01 16:40:00,2025-02-01 16:50:00,419.0869666666665,0.0,5.680300000000216,0.0,5.680300000000216,0.0,0.0,10612.062581030867,10605.751136586421
2025-02-01,101,2025-02-01,100,2025-02-01 16:50:00,2025-02-01 17:00:00,408.4416866666668,0.0,17.664863333333187,0.0,17.664863333333187,0.0,0.0,10605.751136586421,10586.123510660495
2025-02-01,102,2025-02-01,101,2025-02-01 17:00:00,2025-02-01 17:10:00,369.405,0.0,17.66874999999999,0.0,17.66874999999999,0.0,0.0,10586.123510660495,10566.49156621605
2025-02-01,103,2025-02-01,102,2025-02-01 17:10:00,2025-02-01 17:20:00,469.65435666666673,52.008273333333364,0.0,52.008273333333364,0.0,0.0,0.0,10566.49156621605,10613.29901221605
2025-02-01,104,2025-02-01,103,2025-02-01 17:20:00,2025-02-01 17:30:00,470.23389166666675,30.45309166666675,0.0,30.45309166666675,0.0,0.0,0.0,10613.29901221605,10640.70679471605
2025-02-01,105,2025-02-01,104,2025-02-01 17:30:00,2025-02-01 17:40:00,444.9816666666664,8.844999999999743,0.0,8.844999999999743,0.0,0.0,0.0,10640.70679471605,10648.66729471605
2025-02-01,106,2025-02-01,105,2025-02-01 17:40:00,2025-02-01 17:50:00,470.5421633333334,25.23644666666678,0.0,25.23644666666678,0.0,0.0,0.0,10648.66729471605,10671.38009671605
2025-02-01,107,2025-02-01,106,2025-02-01 17:50:00,2025-02-01 18:00:00,431.11626666666655,0.0,8.776366666666718,0.0,8.776366666666718,0.0,0.0,10671.38009671605,10661.628578197531
2025-02-01,108,2025-02-01,107,2025-02-01 18:00:00,2025-02-01 18:10:00,0.0,0.0,428.47,0.0,428.47,0.0,0.0,10661.628578197531,10185.550800419753
2025-02-01,109,2025-02-01,108,2025-02-01 18:10:00,2025-02-01 18:20:00,0.0,0.0,454.13505,0.0,454.13505,0.0,0.0,10185.550800419753,9680.956300419753
2025-02-01,110,2025-02-01,109,2025-02-01 18:20:00,2025-02-01 18:30:00,0.0,0.0,472.26531666666665,0.0,472.26531666666665,0.0,0.0,9680.956300419753,9156.217059679013
2025-02-01,111,2025-02-01,110,2025-02-01 18:30:00,2025-02-01 18:40:00,0.0,0.0,454.16833333333335,0.0,454.16833333333335,0.0,0.0,9156.217059679013,8651.585578197532
2025-02-01,112,2025-02-01,111,2025-02-01 18:40:00,2025-02-01 18:50:00,0.0,0.0,418.3726333333333,0.0,418.3726333333333,0.0,0.0,8651.585578197532,8186.72709671605
2025-02-01,113,2025-02-01,112,2025-02-01 18:50:00,2025-02-01 19:00:00,0.0,0.0,414.0822333333333,0.0,414.0822333333333,0.0,0.0,8186.72709671605,7726.63572634568
2025-02-01,114,2025-02-01,113,2025-02-01 19:00:00,2025-02-01 19:10:00,0.0,0.0,432.1383333333333,0.0,432.1383333333333,0.0,0.0,7726.63572634568,7246.482022641977
2025-02-01,115,2025-02-01,114,2025-02-01 19:10:00,2025-02-01 19:20:00,0.0,0.0,424.01411666666667,0.0,424.01411666666667,0.0,0.0,7246.482022641977,6775.35522634568
2025-02-01,116,2025-02-01,115,2025-02-01 19:20:00,2025-02-01 19:30:00,0.0,0.0,442.41246666666666,0.0,442.41246666666666,0.0,0.0,6775.35522634568,6283.785818938273
2025-02-01,117,2025-02-01,116,2025-02-01 19:30:00,2025-02-01 19:40:00,0.0,0.0,483.74666666666667,0.0,483.74666666666667,0.0,0.0,6283.785818938273,5746.289522641977
2025-02-01,118,2025-02-01,117,2025-02-01 19:40:00,2025-02-01 19:50:00,0.0,0.0,481.18446666666665,0.0,481.18446666666665,0.0,0.0,5746.289522641977,5211.64011523457
2025-02-01,119,2025-02-01,118,2025-02-01 19:50:00,2025-02-01 20:00:00,0.0,0.0,444.76593333333335,0.0,444.76593333333335,0.0,0.0,5211.64011523457,4717.455744864199
2025-02-01,120,2025-02-01,119,2025-02-01 20:00:00,2025-02-01 20:10:00,0.0,0.0,418.095,0.0,418.095,0.0,0.0,4717.455744864199,4252.905744864199
2025-02-01,121,2025-02-01,120,2025-02-01 20:10:00,2025-02-01 20:20:00,0.0,0.0,436.7405166666666,0.0,436.7405166666666,0.0,0.0,4252.905744864199,3767.638504123458
2025-02-01,122,2025-02-01,121,2025-02-01 20:20:00,2025-02-01 20:30:00,0.0,0.0,452.69785,0.0,452.69785,0.0,0.0,3767.638504123458,3264.640893012347
2025-02-01,123,2025-02-01,122,2025-02-01 20:30:00,2025-02-01 20:40:00,0.0,0.0,449.9683333333333,0.0,449.9683333333333,0.0,0.0,3264.640893012347,2764.676078197532
2025-02-01,124,2025-02-01,123,2025-02-01 20:40:00,2025-02-01 20:50:00,0.0,0.0,455.06669999999997,0.0,455.06669999999997,0.0,0.0,2764.676078197532,2259.0464115308655
2025-02-01,125,2025-02-01,124,2025-02-01 20:50:00,2025-02-01 21:00:00,28.63633295555428,0.0,425.37603371111237,0.0,425.37603371111237,0.0,0.0,2259.0464115308655,1786.406374074074
2025-02-01,126,2025-02-01,125,2025-02-01 21:00:00,2025-02-01 21:10:00,518.2033333333334,58.7983333333334,0.0,58.7983333333334,0.0,0.0,0.0,1786.406374074074,1839.324874074074
2025-02-01,127,2025-02-01,126,2025-02-01 21:10:00,2025-02-01 21:20:00,506.9126166666666,9.491849999999943,0.0,9.491849999999943,0.0,0.0,0.0,1839.324874074074,1847.8675390740739
2025-02-01,128,2025-02-01,127,2025-02-01 21:20:00,2025-02-01 21:30:00,482.2581416666667,0.0,21.024991666666665,0.0,21.024991666666665,0.0,0.0,1847.8675390740739,1824.506437222222
2025-02-01,129,2025-02-01,128,2025-02-01 21:30:00,2025-02-01 21:40:00,485.7282,8.171533333333343,0.0,8.171533333333343,0.0,0.0,0.0,1824.506437222222,1831.860817222222
2025-02-01,130,2025-02-01,129,2025-02-01 21:40:00,2025-02-01 21:50:00,499.06216263024726,19.926212630247278,0.0,19.926212630247278,0.0,0.0,0.0,1831.860817222222,1849.7944085894446
2025-02-01,131,2025-02-01,130,2025-02-01 21:50:00,2025-02-01 22:00:00,481.95334166666663,31.74924166666665,0.0,31.74924166666665,0.0,0.0,0.0,1849.7944085894446,1878.3687260894446
2025-02-01,132,2025-02-01,131,2025-02-01 22:00:00,2025-02-01 22:10:00,471.87249999999995,79.78749999999991,0.0,79.78749999999991,0.0,0.0,0.0,1878.3687260894446,1950.1774760894446
2025-02-01,133,2025-02-01,132,2025-02-01 22:10:00,2025-02-01 22:20:00,1224.600075,833.3333333333333,0.0,833.3333333333333,0.0,0.0,19.496925000000147,1950.1774760894446,2700.1774760894446
2025-02-01,134,2025-02-01,133,2025-02-01 22:20:00,2025-02-01 22:30:00,442.85513333333324,79.27691666666658,0.0,79.27691666666658,0.0,0.0,0.0,2700.1774760894446,2771.5267010894445
2025-02-01,135,2025-02-01,134,2025-02-01 22:30:00,2025-02-01 22:40:00,799.216841539845,440.0601748731783,0.0,440.0601748731783,0.0,0.0,0.0,2771.5267010894445,3167.580858475305
2025-02-01,136,2025-02-01,135,2025-02-01 22:40:00,2025-02-01 22:50:00,1133.475558333333,751.4248416666665,0.0,751.4248416666665,0.0,0.0,0.0,3167.580858475305,3843.8632159753047
2025-02-01,137,2025-02-01,136,2025-02-01 22:50:00,2025-02-01 23:00:00,460.7650666666666,43.596649999999954,0.0,43.596649999999954,0.0,0.0,0.0,3843.8632159753047,3883.1002009753047
2025-02-01,138,2025-02-01,137,2025-02-01 23:00:00,2025-02-01 23:10:00,448.08916666666653,16.292499999999848,0.0,16.292499999999848,0.0,0.0,0.0,3883.1002009753047,3897.7634509753047
2025-02-01,139,2025-02-01,138,2025-02-01 23:10:00,2025-02-01 23:20:00,426.5472833333334,20.08233333333345,0.0,20.08233333333345,0.0,0.0,0.0,3897.7634509753047,3915.837550975305
2025-02-01,140,2025-02-01,139,2025-02-01 23:20:00,2025-02-01 23:30:00,504.06336666666664,103.1035,0.0,103.1035,0.0,0.0,0.0,3915.837550975305,4008.630700975305
2025-02-01,141,2025-02-01,140,2025-02-01 23:30:00,2025-02-01 23:40:00,481.8116666666666,71.86666666666662,0.0,71.86666666666662,0.0,0.0,0.0,4008.630700975305,4073.310700975305
