natural_day,block,charge_kwh,discharge_kwh,interval_count
2025-02-08,0:00-4:00,704.9011716666666,32.78960499999994,24
2025-02-08,4:00-8:00,302.0139628566556,6021.69755,24
2025-02-08,8:00-12:00,5571.866933333333,617.2230666666668,24
2025-02-08,12:00-16:00,3894.219586927294,107.92938777777783,24
2025-02-08,16:00-20:00,9.564667777777913,5963.1996031222225,24
2025-02-08,20:00-24:00,8610.923439999999,2332.639704166667,24
2025-02-09,0:00-4:00,1305.7823634773636,31.09474166666655,24
2025-02-09,4:00-8:00,1354.062287400548,702.2060977777777,24
2025-02-09,8:00-12:00,5410.080099999999,6982.398272777778,24
2025-02-09,12:00-16:00,5476.7592621399135,1835.9416105555547,24
2025-02-09,16:00-20:00,25.279889917694856,5058.586000833333,24
2025-02-09,20:00-24:00,8366.378306666666,3573.838018333333,24
2025-02-10,0:00-4:00,1883.9125748251004,35.531510000000026,24
2025-02-10,4:00-8:00,1675.30984208848,1694.8648899999996,24
2025-02-10,8:00-12:00,5026.282786666667,5740.97845,24
2025-02-10,12:00-16:00,4581.100409506174,1358.3948166666664,24
2025-02-10,16:00-20:00,34.8769759945139,5047.915130555556,24
2025-02-10,20:00-24:00,8354.815709999999,3620.2532316666666,24
2025-02-11,0:00-4:00,1950.8730831687271,49.33557000000019,24
2025-02-11,4:00-8:00,1327.9398950000036,2355.596678733336,24
2025-02-11,8:00-12:00,4901.870119444444,6743.572149999999,24
2025-02-11,12:00-16:00,6698.470468395066,1186.5249833333335,24
2025-02-11,16:00-20:00,136.06155166666713,5133.55592052222,24
2025-02-11,20:00-24:00,8386.268898333332,3468.232729961117,24
2025-02-12,0:00-4:00,1976.9011208333345,22.30519666666646,24
2025-02-12,4:00-8:00,1427.679601574073,1737.584176111111,24
2025-02-12,8:00-12:00,5110.277951666666,6210.197926666668,24
2025-02-12,12:00-16:00,4913.44363406035,1960.6898430555548,24
2025-02-12,16:00-20:00,42.73918416666743,4861.6988097305575,24
2025-02-12,20:00-24:00,8323.784844166667,2904.9343903833283,24
2025-02-13,0:00-4:00,1755.8288316666662,132.34583166666687,24
2025-02-13,4:00-8:00,1702.0604634876536,2851.141124444446,24
2025-02-13,8:00-12:00,5145.406502777778,5044.668966666666,24
2025-02-13,12:00-16:00,4656.564077379971,824.1787150000001,24
2025-02-13,16:00-20:00,84.81681574760026,5108.8140457555555,24
2025-02-13,20:00-24:00,7167.153847777814,3594.8046452000003,24
2025-02-14,0:00-4:00,867.3374640123095,121.71056500000003,24
2025-02-14,4:00-8:00,1139.4052283333335,5941.7273749999995,24
2025-02-14,8:00-12:00,4695.020283333333,428.8094333333333,24
2025-02-14,12:00-16:00,4818.424977201648,13.06143555555559,24
2025-02-14,16:00-20:00,31.398658888889145,6259.968272777778,24
2025-02-14,20:00-24:00,5466.588983800095,2322.787045833333,24
2025-02-15,0:00-4:00,762.0549632780944,257.61313166666673,24
2025-02-15,4:00-8:00,983.9691952777775,5270.389208133332,24
2025-02-15,8:00-12:00,5454.897849999999,313.695,24
2025-02-15,12:00-16:00,5125.181822788066,0.0,24
2025-02-15,16:00-20:00,0.0,6028.138964444444,24
2025-02-15,20:00-24:00,8185.019984166665,2355.4288630555534,24
2025-02-16,0:00-4:00,1476.5334264506146,168.74467666666658,24
2025-02-16,4:00-8:00,1819.8841172222214,2163.9607511111117,24
2025-02-16,8:00-12:00,5036.275191666666,6735.169466666666,24
2025-02-16,12:00-16:00,5361.423389286681,1135.5405877777775,24
2025-02-16,16:00-20:00,251.62171777777792,4760.499737433332,24
2025-02-16,20:00-24:00,8333.907606666666,2935.455385825,24
2025-02-17,0:00-4:00,1248.2880485905357,222.06653833333314,24
2025-02-17,4:00-8:00,1963.0285116666669,1856.9612844444446,24
2025-02-17,8:00-12:00,5222.337622222221,4814.128416666666,24
2025-02-17,12:00-16:00,2483.486805850472,799.4328199999986,24
2025-02-17,16:00-20:00,221.2003275111116,4689.471219645113,24
2025-02-17,20:00-24:00,8273.400804166666,3648.9050616666655,24
2025-02-18,0:00-4:00,1723.1851384465006,185.40622500000018,24
2025-02-18,4:00-8:00,2121.4424777777767,1757.5678532499999,24
2025-02-18,8:00-12:00,5103.790865277778,5057.641716666667,24
2025-02-18,12:00-16:00,2483.421895655001,1273.1666616666664,24
2025-02-18,16:00-20:00,194.41253750000078,4429.105732777777,24
2025-02-18,20:00-24:00,8549.240973333333,3021.8034899111076,24
2025-02-19,0:00-4:00,914.4814929320997,403.3813833333328,24
2025-02-19,4:00-8:00,1907.3475472222217,3727.2584805555575,24
2025-02-19,8:00-12:00,4497.985882222221,5498.486373027777,24
2025-02-19,12:00-16:00,5265.392599286693,1157.8639327777778,24
2025-02-19,16:00-20:00,83.81276916666673,3933.4749750944347,24
2025-02-19,20:00-24:00,8102.830757499999,2970.8131351750017,24
2025-02-20,0:00-4:00,2083.4629291872443,129.75222999999994,24
2025-02-20,4:00-8:00,1731.7985258333324,3000.927674730557,24
2025-02-20,8:00-12:00,5087.537652499999,5719.68865,24
2025-02-20,12:00-16:00,5158.754357554876,376.85553555555543,24
2025-02-20,16:00-20:00,35.42657695130325,4883.181572713889,24
2025-02-20,20:00-24:00,5407.91201333326,3709.9384108333325,24
2025-02-21,0:00-4:00,958.2294101852614,269.14945833333326,24
2025-02-21,4:00-8:00,890.7140383333328,5019.150102538887,24
2025-02-21,8:00-12:00,6659.33245,257.83406666666673,24
2025-02-21,12:00-16:00,3504.2541668587137,22.407020000000102,24
2025-02-21,16:00-20:00,10.400300000000016,6078.752059666662,24
2025-02-21,20:00-24:00,5360.143018333255,2323.3788991666665,24
2025-02-22,0:00-4:00,160.82852145412335,406.13782166666647,24
2025-02-22,4:00-8:00,1006.7719666666667,4875.140949211114,24
2025-02-22,8:00-12:00,5979.389066666667,230.07973351666556,24
2025-02-22,12:00-16:00,4687.277600000002,11.010202777777977,24
2025-02-22,16:00-20:00,80.60303155006658,6099.777113333334,24
2025-02-22,20:00-24:00,8318.974053333332,2437.3444544444483,24
2025-02-23,0:00-4:00,1484.3994997325121,231.93679833333317,24
2025-02-23,4:00-8:00,2035.5534619444438,2890.59337273889,24
2025-02-23,8:00-12:00,5057.051835555555,5632.6085,24
2025-02-23,12:00-16:00,5085.330455164612,768.8126588888891,24
2025-02-23,16:00-20:00,275.5365980555557,4930.390537255549,24
2025-02-23,20:00-24:00,8294.609166666665,3727.8243591666665,24
2025-02-24,0:00-4:00,1747.2579870164586,186.47570333333374,24
2025-02-24,4:00-8:00,1898.813006213994,4388.9163866666695,24
2025-02-24,8:00-12:00,3877.074269444445,4276.91865,24
2025-02-24,12:00-16:00,6042.488495919064,556.6197833333331,24
2025-02-24,16:00-20:00,514.2820809122092,4629.217016666668,24
2025-02-24,20:00-24:00,8477.252154166665,3689.085983333333,24
2025-02-25,0:00-4:00,1007.7726567798383,298.55679,24
2025-02-25,4:00-8:00,1901.4948927777777,4061.3613066666685,24
2025-02-25,8:00-12:00,5528.670633333333,3740.12065,24
2025-02-25,12:00-16:00,3726.8194254732525,405.979126388889,24
2025-02-25,16:00-20:00,83.4764591906706,4902.681462222221,24
2025-02-25,20:00-24:00,8195.008549999999,3618.6166516666663,24
2025-02-26,0:00-4:00,1538.4558968312726,265.8786366666666,24
2025-02-26,4:00-8:00,1812.9809747222225,3786.6923958027833,24
2025-02-26,8:00-12:00,5110.873965555555,4013.8306,24
2025-02-26,12:00-16:00,4190.596397448561,1223.3800633333335,24
2025-02-26,16:00-20:00,132.52657916666647,4736.135086638889,24
2025-02-26,20:00-24:00,8462.843655833332,2900.294605,24
2025-02-27,0:00-4:00,1329.7561719547355,105.45675000000006,24
2025-02-27,4:00-8:00,1761.478443827161,4542.118597425001,24
2025-02-27,8:00-12:00,5000.456554722223,4938.670204758333,24
2025-02-27,12:00-16:00,5321.311556879287,930.441032777778,24
2025-02-27,16:00-20:00,39.53945555555538,4588.191422777778,24
2025-02-27,20:00-24:00,5443.341319591641,2934.1932254413337,24
2025-02-28,0:00-4:00,345.5640510183707,224.46989833333356,24
2025-02-28,4:00-8:00,859.9920452944447,4535.124926666667,24
2025-02-28,8:00-12:00,8034.347899999999,109.26630000000011,24
2025-02-28,12:00-16:00,2068.6407045889578,2.1898166666667294,24
2025-02-28,16:00-20:00,26.52824828532175,5796.808931111111,24
2025-02-28,20:00-24:00,5362.258886666649,2918.593570283336,24
2025-03-01,0:00-4:00,1276.5303050000002,69.24971541494051,24
2025-03-01,4:00-8:00,1259.1725433333331,4575.117426666666,24
2025-03-01,8:00-12:00,5820.095166666666,149.64098333333334,24
2025-03-01,12:00-16:00,2936.403051870314,32.56429777777771,24
2025-03-01,16:00-20:00,29.408548055555002,6125.814763055556,24
2025-03-01,20:00-24:00,8298.459540833333,2507.7531485499985,24
2025-03-02,0:00-4:00,1887.490750534979,46.15289500000017,24
2025-03-02,4:00-8:00,1556.6758800308648,3684.381870680555,24
2025-03-02,8:00-12:00,3946.885301941018,4707.845616666666,24
2025-03-02,12:00-16:00,7098.41258804183,2134.666065555557,24
2025-03-02,16:00-20:00,79.88633472222057,5027.692325599996,24
2025-03-02,20:00-24:00,8348.565019999998,2978.769348333333,24
2025-03-03,0:00-4:00,1821.0738903292204,194.28674166666656,24
2025-03-03,4:00-8:00,1911.5118008024676,1829.2191633333357,24
2025-03-03,8:00-12:00,5160.738532222222,5904.006433333332,24
2025-03-03,12:00-16:00,4422.483603683128,1430.4009950138934,24
2025-03-03,16:00-20:00,80.88225250000039,5051.573054722223,24
2025-03-03,20:00-24:00,8249.455898333334,3190.841674438879,24
2025-03-04,0:00-4:00,1947.3764084362142,247.11106166666673,24
2025-03-04,4:00-8:00,2047.3191031687268,2967.052839169442,24
2025-03-04,8:00-12:00,4849.0480986111115,5043.582216666667,24
2025-03-04,12:00-16:00,3680.7364255109724,983.2433327777776,24
2025-03-04,16:00-20:00,136.2320318415608,4953.9503504083295,24
2025-03-04,20:00-24:00,8055.234235,2754.2927033583355,24
2025-03-05,0:00-4:00,2283.2574108024683,74.17023166666684,24
2025-03-05,4:00-8:00,1484.9767005761323,3648.0080372722223,24
2025-03-05,8:00-12:00,5324.9271499999995,3788.295199999999,24
2025-03-05,12:00-16:00,2880.7201566941044,1226.6130411111108,24
2025-03-05,16:00-20:00,104.77178472222283,4480.028521872226,24
2025-03-05,20:00-24:00,8439.177879725,2977.2762229916666,24
2025-03-06,0:00-4:00,1644.8104191330224,155.21368166666673,24
2025-03-06,4:00-8:00,1007.0024400514402,4622.832457222225,24
2025-03-06,8:00-12:00,5181.624583333332,3681.6298833333335,24
2025-03-06,12:00-16:00,5367.012196827847,967.7334674348429,24
2025-03-06,16:00-20:00,209.22698888888897,5034.109730198493,24
2025-03-06,20:00-24:00,5507.165714999997,2939.619066666666,24
2025-03-07,0:00-4:00,449.88737500000025,103.54280666666665,24
2025-03-07,4:00-8:00,612.0891465329274,4137.681683333333,24
2025-03-07,8:00-12:00,8897.887300967079,0.0,24
2025-03-07,12:00-16:00,0.0,60.9526166666667,24
2025-03-07,16:00-20:00,27.17671527777736,6118.619930208333,24
2025-03-07,20:00-24:00,3696.480998888896,2249.0903275,24
2025-03-08,0:00-4:00,734.1343153703663,104.11680999999965,24
2025-03-08,4:00-8:00,865.4083049999999,4141.074309377778,24
2025-03-08,8:00-12:00,9115.993016666665,9.574583333333294,24
2025-03-08,12:00-16:00,1219.3604476680375,0.0,24
2025-03-08,16:00-20:00,141.8632489711919,5905.630449444445,24
2025-03-08,20:00-24:00,8270.348951666667,2721.9946716666664,24
2025-03-09,0:00-4:00,1607.3923811042532,236.35784999999953,24
2025-03-09,4:00-8:00,1242.3606571810642,4287.187453333333,24
2025-03-09,8:00-12:00,5233.329673333333,3801.2891666666674,24
2025-03-09,12:00-16:00,5056.057257839509,504.13566666666634,24
2025-03-09,16:00-20:00,137.38064128943694,5094.236703264836,24
2025-03-09,20:00-24:00,8360.406195833333,3627.509733116667,24
2025-03-10,0:00-4:00,1592.4934442741435,197.13781166666672,24
2025-03-10,4:00-8:00,1848.5049680555553,3776.1603725361074,24
2025-03-10,8:00-12:00,5087.254278333333,4487.95095,24
2025-03-10,12:00-16:00,4698.04111491084,413.5097500000003,24
2025-03-10,16:00-20:00,80.17284777777763,5238.537508444445,24
2025-03-10,20:00-24:00,8422.390163333333,3496.2909032555553,24
2025-03-11,0:00-4:00,1794.9869695987654,107.91011833333368,24
2025-03-11,4:00-8:00,1517.7782866872458,4207.903653611111,24
2025-03-11,8:00-12:00,5484.838821666666,3044.9297166666665,24
2025-03-11,12:00-16:00,2849.9171145370324,796.981003333333,24
2025-03-11,16:00-20:00,139.11771999999996,4435.175918405557,24
2025-03-11,20:00-24:00,8456.308434999999,3562.996455833333,24
2025-03-12,0:00-4:00,1517.205905421807,321.9964183333333,24
2025-03-12,4:00-8:00,958.4735173971173,5119.684924444444,24
2025-03-12,8:00-12:00,5882.889383333333,2948.42215,24
2025-03-12,12:00-16:00,4479.103782565155,401.54941666666673,24
2025-03-12,16:00-20:00,69.67263236282444,5052.028170038888,24
2025-03-12,20:00-24:00,8303.8710775,3674.0113105083365,24
2025-03-13,0:00-4:00,1765.6777510596708,189.3237216666671,24
2025-03-13,4:00-8:00,1840.5943398765446,3868.299878333333,24
2025-03-13,8:00-12:00,5000.0,4241.987502777777,24
2025-03-13,12:00-16:00,4371.405301735251,523.3525983333333,24
2025-03-13,16:00-20:00,208.91559805555607,5101.698947027773,24
2025-03-13,20:00-24:00,3634.1299785471974,3532.729083791667,24
2025-03-14,0:00-4:00,1141.4281767648738,229.4069399999998,24
2025-03-14,4:00-8:00,965.115875,3805.181345,24
2025-03-14,8:00-12:00,10005.38617956447,0.0,24
2025-03-14,12:00-16:00,0.0,28.89716666666675,24
2025-03-14,16:00-20:00,5.0245488888887735,5991.056626266667,24
2025-03-14,20:00-24:00,3992.7205105555413,2364.5130583333334,24
2025-03-15,0:00-4:00,167.77519833333344,282.94153166666666,24
2025-03-15,4:00-8:00,517.7601187311504,3766.0487220388895,24
2025-03-15,8:00-12:00,7384.7595,0.0,24
2025-03-15,12:00-16:00,3281.9071666666687,0.0,24
2025-03-15,16:00-20:00,53.44668999999976,6120.097201666666,24
2025-03-15,20:00-24:00,8252.336344166666,2641.7709895416665,24
2025-03-16,0:00-4:00,1697.6641966666666,271.79736628600665,24
2025-03-16,4:00-8:00,948.2632380555553,4536.89611367788,24
2025-03-16,8:00-12:00,5460.745738333332,2856.6065,24
2025-03-16,12:00-16:00,4558.414876529488,559.2374066666665,24
2025-03-16,16:00-20:00,75.58856035665264,4917.882430555555,24
2025-03-16,20:00-24:00,8401.040581666666,3537.304681666666,24
2025-03-17,0:00-4:00,1311.8684631584329,127.77983333333327,24
2025-03-17,4:00-8:00,882.6277299999996,6829.2176383333335,24
2025-03-17,8:00-12:00,5471.918683333332,1871.4269376083337,24
2025-03-17,12:00-16:00,5194.747983333333,304.92952811385317,24
2025-03-17,16:00-20:00,193.2061091666667,4670.9199242361465,24
2025-03-17,20:00-24:00,8564.943825408332,3696.785833333333,24
2025-03-18,0:00-4:00,1406.2340349105957,91.21051666666676,24
2025-03-18,4:00-8:00,1747.5525931069947,3546.13870611111,24
2025-03-18,8:00-12:00,5517.910633333333,3843.1935833333328,24
2025-03-18,12:00-16:00,2846.6442960013665,270.7800166666668,24
2025-03-18,16:00-20:00,91.31125931412824,5027.956783611111,24
2025-03-18,20:00-24:00,8473.007038025,3573.4552124916663,24
2025-03-19,0:00-4:00,1350.1517866766471,183.7304716666672,24
2025-03-19,4:00-8:00,1017.4439216666665,4464.263153625004,24
2025-03-19,8:00-12:00,5135.9782677777785,3558.2037333333324,24
2025-03-19,12:00-16:00,4702.913082781212,475.183248888889,24
2025-03-19,16:00-20:00,371.4759624999996,4582.495520405556,24
2025-03-19,20:00-24:00,8415.641320452673,3640.3043841666668,24
2025-03-20,0:00-4:00,1268.9672908847708,334.4314049999998,24
2025-03-20,4:00-8:00,878.6670433333334,5721.630022330558,24
2025-03-20,8:00-12:00,1390.8320333333334,2759.8472129444444,24
2025-03-20,12:00-16:00,7484.319156111111,254.72278333333304,24
2025-03-20,16:00-20:00,912.9642422222215,4401.3048475,24
2025-03-20,20:00-24:00,2106.9902028188344,3410.467489966664,24
2025-03-21,0:00-4:00,1362.8696030727974,435.84248999999977,24
2025-03-21,4:00-8:00,944.1409165833344,2872.548308611111,24
2025-03-21,8:00-12:00,10507.619548835048,0.0,24
2025-03-21,12:00-16:00,0.0,0.0,24
2025-03-21,16:00-20:00,36.93634910836813,5899.040892777778,24
2025-03-21,20:00-24:00,1917.7873244443738,2894.6293420500006,24
2025-03-22,0:00-4:00,1987.2762977881368,128.9496066666668,24
2025-03-22,4:00-8:00,862.2213888583323,3331.561511666667,24
2025-03-22,8:00-12:00,10012.848316666667,0.0,24
2025-03-22,12:00-16:00,311.54927765401425,0.0,24
2025-03-22,16:00-20:00,0.0,5694.334901111113,24
2025-03-22,20:00-24:00,8447.327525,2702.8166499999998,24
2025-03-23,0:00-4:00,1239.7639368038442,189.63593833333323,24
2025-03-23,4:00-8:00,1057.3117794444443,4774.501123888887,24
2025-03-23,8:00-12:00,5445.097946666667,3085.5638999999996,24
2025-03-23,12:00-16:00,4120.055700973935,3.8885666666667476,24
2025-03-23,16:00-20:00,156.42839939643383,4945.407040833335,24
2025-03-23,20:00-24:00,8465.080775833332,3603.987835833333,24
2025-03-24,0:00-4:00,1431.1136751611812,139.094605,24
2025-03-24,4:00-8:00,960.2168398559726,5564.139864999999,24
2025-03-24,8:00-12:00,5973.586847777777,2962.430333333333,24
2025-03-24,12:00-16:00,4532.625352695476,528.5825200000005,24
2025-03-24,16:00-20:00,103.6804486111115,4571.560602066665,24
2025-03-24,20:00-24:00,8279.23646382716,3658.7507174999996,24
2025-03-25,0:00-4:00,1544.7089977571973,395.4768933333329,24
2025-03-25,4:00-8:00,964.4398433333332,4341.51147,24
2025-03-25,8:00-12:00,5063.965897777777,3418.138633333334,24
2025-03-25,12:00-16:00,4794.979179698212,206.34119611111146,24
2025-03-25,16:00-20:00,248.1393343244183,5215.285903055556,24
2025-03-25,20:00-24:00,8270.808361666666,3543.4130397000017,24
2025-03-26,0:00-4:00,1791.9324666666687,152.4872899999998,24
2025-03-26,4:00-8:00,907.3981561111113,5294.773202505558,24
2025-03-26,8:00-12:00,5546.795259660487,2750.8510833333326,24
2025-03-26,12:00-16:00,4346.218671776407,77.30513722222213,24
2025-03-26,16:00-20:00,37.82696407064314,4920.3597575,24
2025-03-26,20:00-24:00,8370.401929458334,3719.535241666666,24
2025-03-27,0:00-4:00,1654.5080010766455,289.137526666667,24
2025-03-27,4:00-8:00,1003.8781838888889,5037.229255000003,24
2025-03-27,8:00-12:00,5487.150871111111,2855.810016666667,24
2025-03-27,12:00-16:00,4336.438588196159,97.02350944444379,24
2025-03-27,16:00-20:00,178.16131104252275,4932.644575555554,24
2025-03-27,20:00-24:00,1898.2253644444904,3789.8830754218106,24
2025-03-28,0:00-4:00,1950.831035565287,277.8021966666668,24
2025-03-28,4:00-8:00,875.5869044444446,3415.4118283333332,24
2025-03-28,8:00-12:00,10460.665937836075,0.0,24
2025-03-28,12:00-16:00,0.0,0.0,24
2025-03-28,16:00-20:00,39.39433744855934,5780.517600555553,24
2025-03-28,20:00-24:00,1966.037874444311,2869.03424,24
2025-03-29,0:00-4:00,1211.9736276098724,232.41151666666678,24
2025-03-29,4:00-8:00,883.6292805555554,2924.4764615972226,24
2025-03-29,8:00-12:00,10474.816508113856,0.0,24
2025-03-29,12:00-16:00,0.0,0.0,24
2025-03-29,16:00-20:00,2.322987222222366,6208.501584444444,24
2025-03-29,20:00-24:00,8404.773161341665,2433.739118538891,24
2025-03-30,0:00-4:00,1701.1543839155343,222.528095,24
2025-03-30,4:00-8:00,916.8706694444444,5417.854711258338,24
2025-03-30,8:00-12:00,4314.489896927295,2542.847183333333,24
2025-03-30,12:00-16:00,5406.841957616603,290.7082441666662,24
2025-03-30,16:00-20:00,357.6710166666678,5188.845984999999,24
2025-03-30,20:00-24:00,8446.857176666665,3472.4020741638933,24
2025-03-31,0:00-4:00,470.06844262688605,147.93231666666645,24
2025-03-31,4:00-8:00,1814.496554444444,4099.45519284722,24
2025-03-31,8:00-12:00,6226.498112777777,1697.641649999999,24
2025-03-31,12:00-16:00,1101.481758151568,791.6396580384088,24
2025-03-31,16:00-20:00,250.87789750000002,4446.36905516159,24
2025-03-31,20:00-24:00,8372.750161666665,3613.321131900003,24
2025-04-01,0:00-4:00,1538.4171866666657,390.88821833333327,24
2025-04-01,4:00-8:00,951.3105588888889,4511.227315538894,24
2025-04-01,8:00-12:00,5632.333200555555,2036.4331166666668,24
2025-04-01,12:00-16:00,2747.9881498319664,405.06185827500497,24
2025-04-01,16:00-20:00,220.3861213888889,4826.049147158332,24
2025-04-01,20:00-24:00,8411.563190123456,3613.386178366662,24
2025-04-02,0:00-4:00,1512.5158791666674,148.3916233333332,24
2025-04-02,4:00-8:00,1805.1076771638884,2600.343525,24
2025-04-02,8:00-12:00,5068.231833333333,4045.4856833333324,24
2025-04-02,12:00-16:00,2289.254577177671,38.96670961944437,24
2025-04-02,16:00-20:00,119.61207111111116,5211.233933841665,24
2025-04-02,20:00-24:00,8291.852721666666,3503.9829508055554,24
2025-04-03,0:00-4:00,1739.5947925514422,135.8514416666667,24
2025-04-03,4:00-8:00,995.8767555555552,4706.506370555556,24
2025-04-03,8:00-12:00,5868.247761666663,2811.688983333333,24
2025-04-03,12:00-16:00,3383.41898021948,114.6381072222224,24
2025-04-03,16:00-20:00,74.48843638888889,5049.069871108335,24
2025-04-03,20:00-24:00,1943.7729120164236,3739.804465,24
2025-04-04,0:00-4:00,1296.5449013957866,101.05335999999994,24
2025-04-04,4:00-8:00,953.8567666666665,3035.555636666667,24
2025-04-04,8:00-12:00,10454.155912884085,0.0,24
2025-04-04,12:00-16:00,0.0,0.0,24
2025-04-04,16:00-20:00,27.051909999999907,5675.993208888889,24
2025-04-04,20:00-24:00,2002.0428394444318,2843.632500711109,24
2025-04-05,0:00-4:00,333.95460793896956,301.94161499999984,24
2025-04-05,4:00-8:00,1117.6347972222218,2430.9409416750004,24
2025-04-05,8:00-12:00,10411.30135931413,0.0,24
2025-04-05,12:00-16:00,0.0,0.0,24
2025-04-05,16:00-20:00,2.0925005555556027,5980.680297777777,24
2025-04-05,20:00-24:00,8293.287418333333,2679.41084783889,24
2025-04-06,0:00-4:00,1896.3015387551472,106.37235833333364,24
2025-04-06,4:00-8:00,785.9663030624059,6128.197373888889,24
2025-04-06,8:00-12:00,5936.025271111111,2241.5239499999993,24
2025-04-06,12:00-16:00,4349.578801522632,110.91829055555604,24
2025-04-06,16:00-20:00,105.73266465706641,5089.052379444443,24
2025-04-06,20:00-24:00,8337.550173333333,3630.161080838892,24
2025-04-07,0:00-4:00,1728.0098091666664,185.57321333333368,24
2025-04-07,4:00-8:00,849.6487216666667,6324.860214444448,24
2025-04-07,8:00-12:00,4813.240633333333,1803.4435833333337,24
2025-04-07,12:00-16:00,3751.787758333334,747.7043955555548,24
2025-04-07,16:00-20:00,105.27819472222234,4035.239313833334,24
2025-04-07,20:00-24:00,8297.428947499999,2838.5884533083336,24
2025-04-08,0:00-4:00,1971.6310976337454,35.08429500000011,24
2025-04-08,4:00-8:00,686.2636009807956,5387.681884999998,24
2025-04-08,8:00-12:00,5058.227605555555,2561.4178499999994,24
2025-04-08,12:00-16:00,4619.491901117966,253.9153952777781,24
2025-04-08,16:00-20:00,110.2049088888889,4900.350199174998,24
2025-04-08,20:00-24:00,8349.886852133332,3553.916776705558,24
2025-04-09,0:00-4:00,1661.2205000065846,95.46323000000018,24
2025-04-09,4:00-8:00,808.6059029526804,6047.412661666667,24
2025-04-09,8:00-12:00,2749.421782311385,2421.6049999999996,24
2025-04-09,12:00-16:00,6370.301778888888,219.90184999999997,24
2025-04-09,16:00-20:00,629.9509119444447,4465.951495555555,24
2025-04-09,20:00-24:00,8354.750688333334,3238.70661216666,24
2025-04-10,0:00-4:00,1528.9294003395041,181.28916999999967,24
2025-04-10,4:00-8:00,870.5149922976689,6134.511070211107,24
2025-04-10,8:00-12:00,3318.4622333333336,2442.2569500000004,24
2025-04-10,12:00-16:00,7222.403652235938,66.9103666666665,24
2025-04-10,16:00-20:00,60.82808361111108,5003.9475672777835,24
2025-04-10,20:00-24:00,2060.8193302777577,3651.8436609333335,24
2025-04-11,0:00-4:00,352.2159983333337,128.69601333333327,24
2025-04-11,4:00-8:00,924.7503817107879,2236.242346372221,24
2025-04-11,8:00-12:00,10235.276263316664,0.0,24
2025-04-11,12:00-16:00,0.0,0.0,24
2025-04-11,16:00-20:00,0.0,6056.532718333334,24
2025-04-11,20:00-24:00,1992.9704552778087,2434.261370833333,24
2025-04-12,0:00-4:00,340.08635333333297,135.9623499999999,24
2025-04-12,4:00-8:00,1108.8355048113535,2081.4973088888887,24
